,datestring,average_exhaustion,average_sA,average_percent_extracted_per_point,pB,predicted,error
2355,20091218,31.110138471854004,0.2245568793370324,0.5555555555555559,1.3530000000000002,1.0213336919388132,-0.331666308061187
2356,20091219,36.84578367147873,0.22667567571992006,0.5714285714285714,1.334,1.136981885923289,-0.1970181140767111
2357,20091220,34.318822264514154,0.2220799815136,0.4651162790697683,1.338,1.0915847363394446,-0.24641526366055544
2358,20091221,35.654268927680114,0.22503163153132935,0.5181347150259066,1.29,1.1146416137296418,-0.17535838627035827
2359,20091222,37.8599245875626,0.22584286324936265,0.5050505050505055,1.214,1.158964047515451,-0.055035952484548956
2360,20091229,33.42515236226552,0.22052903280575356,0.4739336492890996,1.235,1.075779300521956,-0.15922069947804407
2361,20091230,32.32544112085835,0.22111332571342224,0.5208333333333338,1.29,1.0522917689374918,-0.23770823106250827
2362,20091231,32.912072820338174,0.22380544452252396,0.529100529100529,1.469,1.0598723922887505,-0.40912760771124956
2363,20100101,33.6201712244346,0.233947147972679,0.5376344086021501,1.3630000000000002,1.0570333925924267,-0.30596660740757353
2364,20100102,39.02140756012726,0.22429543079040554,0.5319148936170222,1.071,1.1860108587261493,0.11501085872614936
2365,20100103,35.21840077700397,0.22583627712116675,0.4566210045662104,1.435,1.1036830581238855,-0.3313169418761146
2366,20100104,36.18991363647467,0.2236464970147136,0.4545454545454552,1.3090000000000002,1.1276620416688237,-0.1813379583311765
2367,20100105,34.402267479730995,0.2255390824443557,0.4784688995215316,1.315,1.087416498181588,-0.22758350181841203
2368,20100106,33.575888445682885,0.22465465941430868,0.4739336492890992,1.107,1.0717422944200123,-0.03525770557998764
2369,20100107,29.95884677308808,0.2240682476799218,0.4901960784313714,1.078,0.9977230079944953,-0.08027699200550475
2370,20100112,24.40294056570961,0.2180202406195305,0.42553191489361625,1.011,0.8922405537070015,-0.1187594462929984
2371,20100113,21.6755986221789,0.2186488835555989,0.4807692307692312,1.118,0.8349177876710726,-0.2830822123289275
2372,20100114,28.826380673850213,0.21678761424817844,0.465116279069768,0.966,0.9866355504621648,0.02063555046216481
2373,20100115,25.495195836098038,0.22053786056993036,0.4694835680751173,1.098,0.9109236268982012,-0.18707637310179892
2374,20100116,26.02553891767288,0.2138762452840391,0.5025125628140705,1.047,0.9337917085762374,-0.11320829142376254
2375,20100117,26.157849295928898,0.21893322651698327,0.4878048780487791,0.721,0.9276332490904163,0.20663324909041636
2376,20100118,27.799210433195675,0.2255069976436919,0.4444444444444447,0.927,0.9499669111027268,0.02296691110272675
2377,20100119,35.094097653740164,0.21860912907675895,0.4761904761904764,1.018,1.1138189877633353,0.0958189877633353
2378,20100120,26.94401563779259,0.21812448917580685,0.4545454545454541,0.917,0.9451058638013001,0.02810586380130009
2379,20100121,28.77285065921248,0.22250626563797865,0.44843049327354256,1.126,0.975448857530518,-0.15055114246948187
2380,20100126,36.621435913237534,0.22689659583544694,0.5813953488372107,1.177,1.1320167672521035,-0.04498323274789651
2381,20100127,31.156628609974756,0.22110935708511725,0.4347826086956517,1.033,1.027305904558344,-0.005694095441656
2382,20100128,31.07566458978904,0.22278803231884245,0.4132231404958671,1.151,1.0225301349575984,-0.12846986504240165
2383,20100129,32.79307263867886,0.22314386425157373,0.4545454545454545,0.809,1.057940812741395,0.2489408127413949
2384,20100130,33.274277801052804,0.2174323395961514,0.5025125628140713,1.114,1.078258440760708,-0.03574155923929201
2385,20100131,31.660373880204396,0.22107220195555036,0.4975124378109452,1.108,1.0383512598325981,-0.06964874016740197
2386,20100201,33.008214308184826,0.21664781590159232,0.561797752808989,1.05,1.0745759799652448,0.024575979965244743
2387,20100202,34.97876762689657,0.22401258882432432,0.5681818181818182,1.143,1.102782223278298,-0.040217776721702014
2388,20100203,33.213464498114554,0.21801775639921656,0.5050505050505054,1.08,1.07599793383658,-0.004002066163420137
2389,20100204,36.52405362337881,0.22313891999269064,0.5494505494505499,1.141,1.13626256813992,-0.00473743186007991
2390,20100208,28.621446664002058,0.2231717248388383,0.5102040816326515,1.173,0.9716497663645,-0.2013502336355001
2391,20100209,28.696644277274274,0.21943138699982093,0.4444444444444441,1.172,0.9791762278657461,-0.19282377213425383
2392,20100210,31.211006822305322,0.2212758625495303,0.4608294930875579,1.01,1.0283591353714192,0.0183591353714192
2393,20100211,28.08013904620409,0.2213169045693552,0.4629629629629632,1.147,0.9632380699068909,-0.18376193009310915
2394,20100212,28.760940254067933,0.2235731958305732,0.4608294930875563,1.126,0.9734483222174273,-0.15255167778257261
2395,20100213,28.440480638329433,0.2186644683719176,0.4184100418410045,1.07,0.9749729218194709,-0.09502707818052913
2396,20100214,27.93142084629104,0.226697772106094,0.40160642570280997,1.039,0.9502957445584184,-0.08870425544158156
2397,20100215,27.44539909441959,0.21498684931726667,0.43103448275862094,1.018,0.9607867682719488,-0.05721323172805126
2398,20100216,26.665800565235905,0.2179441317208658,0.4464285714285721,1.065,0.9395710879976541,-0.12542891200234585
2399,20100217,26.268507687499124,0.21943377112934387,0.4504504504504494,0.96,0.9287584188824747,-0.031241581117525286
2400,20100218,27.85187864487539,0.22103590288908254,0.41666666666666624,0.88,0.9586049304162381,0.07860493041623806
2401,20100222,36.7528012437331,0.2235428598640378,0.5917159763313621,1.199,1.140659304724068,-0.058340695275932
2402,20100223,30.49364294164216,0.21728104033251786,0.4739336492890992,1.2,1.0204998001604133,-0.17950019983958665
2403,20100224,30.80958874679815,0.2233842680643389,0.4310344827586205,1.222,1.0161095578695722,-0.20589044213042773
2404,20100225,30.024201927213163,0.22041699289506156,0.4587155963302758,1.084,1.0051697388884242,-0.07883026111157587
2405,20100226,29.278732967067636,0.22118777033012724,0.5050505050505036,1.173,0.9887155473697068,-0.18428445263029325
2406,20100227,30.065414038999794,0.2150122666852304,0.4901960784313728,1.082,1.0156755717624473,-0.0663244282375528
2407,20100228,27.09504427660328,0.2151382948146166,0.4608294930875591,1.097,0.9534853968154453,-0.14351460318455467
2408,20100301,28.72220039930814,0.211562010287998,0.42553191489361786,1.002,0.9932287749653784,-0.008771225034621577
2409,20100302,28.363382631303512,0.2160047979052007,0.4065040650406497,0.965,0.9778955904515679,0.012895590451567962
2410,20100303,32.17158242121634,0.22267961535343886,0.4784688995215299,1.124,1.0460266600300918,-0.0779733399699083
2411,20100304,31.985176881908078,0.22304400375904088,0.5025125628140713,1.156,1.0417155814735366,-0.11428441852646332
2412,20100308,24.268926755849748,0.21563443023526846,0.6024096385542165,0.972,0.8950444485272097,-0.07695555147279032
2413,20100309,28.22306779367329,0.21901110268838286,0.4761904761904756,0.973,0.970323496235169,-0.002676503764830973
2414,20100310,30.20362393512289,0.22221128469087872,0.4385964912280693,1.026,1.005616259197536,-0.02038374080246408
2415,20100311,28.674629633673455,0.22077334985713887,0.4651162790697664,0.973,0.976555224780386,0.003555224780386057
2416,20100312,28.42551772503465,0.22046145768073114,0.4950495049504943,0.997,0.9721642639670263,-0.024835736032973732
2417,20100313,29.037990580187305,0.22027273361499344,0.4291845493562226,1.046,0.9846836377982338,-0.061316362201766283
2418,20100314,24.150339483248782,0.2189577679446675,0.4273504273504273,1.091,0.8853764442791986,-0.20562355572080138
2419,20100315,26.65669587958117,0.2144072372292094,0.4149377593360984,1.094,0.9452715359997241,-0.14872846400027595
2420,20100316,28.485756775270968,0.2197421488205048,0.4504504504504492,1.082,0.9743024061336781,-0.10769759386632194
2421,20100317,27.18812476372685,0.2146185345786505,0.4716981132075484,1.148,0.9564117587110563,-0.19158824128894358
2422,20100318,30.375928698378658,0.21988973635925732,0.4291845493562226,1.117,1.013154875128489,-0.1038451248715111
2423,20100322,28.607619305500982,0.2221531528816768,0.5263157894736833,1.034,0.9732639445896626,-0.06073605541033744
2424,20100323,31.523856369582628,0.2226995540682208,0.4854368932038839,1.086,1.0325875081789013,-0.05341249182109875
2425,20100324,28.917231901741552,0.21295898111610173,0.5208333333333339,1.16,0.9956317206635662,-0.16436827933643372
2426,20100325,28.366984200776592,0.2167042269226454,0.5154639175257729,1.152,0.9776437842349194,-0.17435621576508054
2427,20100326,29.625965083351108,0.2182813990217915,0.5494505494505482,1.106,1.0013448833681207,-0.10465511663187943
2428,20100327,31.472582975644606,0.21709886719308036,0.5780346820809261,1.265,1.0420103763313038,-0.22298962366869612
2429,20100328,27.653764579128985,0.21568405821894152,0.5405405405405426,1.217,0.9647987744875912,-0.25220122551240887
2430,20100329,29.31513118788485,0.21910050589970384,0.4807692307692315,1.2009999999999998,0.9929012465023075,-0.20809875349769236
2431,20100330,30.503476568432845,0.2199770111681612,0.4587155963302766,1.193,1.0158948637904701,-0.17710513620952995
2432,20100331,29.48185275186278,0.2259351291461559,0.5847953216374269,1.091,0.985337251034078,-0.10566274896592198
2433,20100401,28.69276164059485,0.21830773566415315,0.6024096385542157,1.149,0.9823368614947218,-0.16666313850527825
2434,20100405,27.669762653833203,0.2230848712389311,0.5235602094240851,0.953,0.9521313183361348,-0.0008686816638651118
2435,20100406,25.476828142908467,0.22000246017842834,0.5586592178770947,0.978,0.9121997900532122,-0.06580020994678781
2436,20100407,23.80187233906807,0.2256929809518173,0.5464480874316927,0.8490000000000001,0.8674012635117055,0.018401263511705457
2437,20100408,34.60709285056013,0.2058308265743368,0.6756756756756754,0.912,1.127531754598448,0.21553175459844798
2438,20100409,40.187348490430885,0.2156686367326156,0.6289308176100635,1.081,1.2260253657789064,0.14502536577890646
2439,20100410,41.755790953885736,0.210607152181888,0.6369426751592356,1.086,1.2674828637569886,0.18148286375698852
2440,20100411,36.29056851854488,0.21421648657902626,0.5882352941176479,1.134,1.1472323080501619,0.013232308050161956
2441,20100412,39.23044961120509,0.2142613831305339,0.5952380952380957,1.106,1.208309381448902,0.102309381448902
2442,20100413,39.27062689479946,0.2158025497198868,0.6024096385542165,1.047,1.2065245673641316,0.15952456736413168
2443,20100414,39.558067939044435,0.21724843076106554,0.5747126436781618,1.245,1.2097596544304152,-0.035240345569584886
2444,20100415,39.38574932015279,0.21287476564769486,0.6211180124223606,1.032,1.2141577245650135,0.18215772456501345
2445,20100419,42.82128408550964,0.20699162202331445,1.2987012987012987,0.964,1.3013079338799725,0.3373079338799725
2446,20100420,35.30214182891137,0.21623934778119447,0.5847953216374254,1.105,1.12314689874013,0.01814689874013009
2447,20100421,37.51510062447461,0.21665922476914498,0.5882352941176465,0.603,1.168436016912933,0.5654360169129331
2448,20100422,39.51215814675224,0.21890179586729308,0.6896551724137922,1.096,1.2068698968106593,0.11086989681065917
2449,20100423,40.19594303413387,0.21695066583186,0.568181818181817,1.099,1.223480462457615,0.12448046245761502
2450,20100424,40.512327195033905,0.21551421127459586,0.5780346820809252,1.063,1.2326324055372126,0.1696324055372127
2451,20100425,41.43923425638421,0.21564730159572187,0.5917159763313605,1.021,1.2517761331112793,0.23077613311127942
2452,20100426,37.12308796290481,0.2246149965746468,0.6410256410256405,1.18,1.1468938174816272,-0.03310618251837272
2453,20100427,39.70586430716365,0.2186334963513623,0.5555555555555549,1.091,1.2102679327869792,0.11926793278697922
2454,20100428,39.18248349473213,0.21662354720219024,0.5988023952095808,1.074,1.203236543198509,0.12923654319850897
2455,20100429,39.600696354331326,0.21844202457017226,0.6172839506172826,1.039,1.208918579564355,0.16991857956435497
2456,20100503,29.997224084929382,0.2205573622476552,0.5649717514124283,1.037,1.0052319172531237,-0.03176808274687626
2457,20100504,29.497253943025584,0.2157411479446759,0.5000000000000004,0.991,1.0026811027961045,0.011681102796104459
2458,20100505,31.486487920611843,0.21894732723054167,0.7575757575757565,0.9,1.0405516348770962,0.1405516348770962
2459,20100506,29.169642143590067,0.21975200746706655,0.5917159763313607,0.949,0.9896504683052997,0.040650468305299725
2460,20100507,30.564567840214014,0.22008227201349487,0.4651162790697682,0.855,1.017033778059774,0.16203377805977404
2461,20100508,30.642380316615405,0.2188133160875209,0.462962962962962,0.937,1.0208385879504227,0.08383858795042265
2462,20100509,29.434972950148982,0.21728308395407625,0.4854368932038843,0.897,0.9985883159874951,0.10158831598749507
2463,20100510,31.24709312952374,0.21232502687773813,0.4784688995215317,0.85,1.0448080989011037,0.19480809890110373
2464,20100511,28.371195194303542,0.22074261212451668,0.5405405405405413,0.968,0.9709177996424182,0.0029177996424182284
2465,20100512,30.783317142600154,0.21834066923798606,0.4926108374384245,0.959,1.0248308385971199,0.06583083859711991
2466,20100513,27.33863109645807,0.22136223212780987,0.6172839506172856,1.023,0.9490078082539251,-0.07399219174607485
2467,20100517,31.853423602545018,0.2234690423136204,0.5235602094240825,0.927,1.038410471355413,0.11141047135541293
2468,20100518,33.95301338523757,0.21135971392258085,0.4761904761904772,1.039,1.1027027593618746,0.06370275936187464
2469,20100519,29.982140412300005,0.21798253164145012,0.4926108374384231,1.099,1.0088027979051968,-0.0901972020948032
2470,20100520,34.13377542093018,0.213031744058906,0.5263157894736834,0.961,1.1039626180167437,0.1429626180167437
2471,20100521,33.840050979654464,0.2156455594032995,0.4716981132075469,1.009,1.0928703681210394,0.08387036812103954
2472,20100522,30.55103069069581,0.21456295326792346,0.483091787439613,0.836,1.026490763044511,0.19049076304451107
2473,20100523,27.690069748406373,0.21347684697736094,0.5291005291005293,0.848,0.96929574047054,0.12129574047054004
2474,20100524,30.64302445072976,0.2148788756916138,0.4830917874396145,0.617,1.0278535978038723,0.4108535978038723
2475,20100525,32.14014418089566,0.2153367482022251,0.4716981132075481,0.97,1.0580787814024335,0.08807878140243353
2476,20100526,30.871478809372398,0.2172410813900259,0.4608294930875579,0.914,1.0283147053875188,0.11431470538751876
2477,20100527,32.970633718154986,0.21459840781491332,0.4464285714285725,0.821,1.0764153801434568,0.2554153801434569
2478,20100531,29.802550643200515,0.20698306332595195,0.5464480874316919,0.938,1.024624957794199,0.0866249577941991
2479,20100601,27.5544170880698,0.2072495671049535,0.5235602094240825,0.845,0.97725335634745,0.13225335634745006
2480,20100602,34.00224629218832,0.2007001625130116,0.5617977528089897,0.7709999999999999,1.1229488611221625,0.3519488611221626
2481,20100603,36.11650340292455,0.20371201341947226,0.5434782608695654,0.941,1.161504780139943,0.220504780139943
2482,20100604,32.012314514972594,0.20668841665255397,0.4999999999999995,0.858,1.0706824429738775,0.2126824429738775
2483,20100605,30.602743810711733,0.2170233725095837,0.48076923076923,0.861,1.023270731262877,0.16227073126287705
2484,20100606,31.961101851036798,0.21414925717021546,0.4784688995215319,0.7929999999999999,1.0564767411446465,0.2634767411446466
2485,20100607,30.015692778179087,0.2113536953309898,0.5050505050505052,0.8740000000000001,1.0211214229132737,0.14712142291327357
2486,20100608,29.3384483075764,0.21410989686406645,0.7142857142857145,0.777,1.0039636154738019,0.22696361547380184
2487,20100609,32.718375329682004,0.21772339855539005,0.5208333333333329,1.038,1.0663490560498337,0.02834905604983362
2488,20100610,33.43933771056026,0.20753657338023368,0.5235602094240833,0.856,1.0990577329312692,0.2430577329312692
2489,20100614,29.528483316833235,0.22026494520783166,0.4830917874396135,0.91,0.9953305679448444,0.0853305679448444
2490,20100615,32.942383535855186,0.2219555819135431,0.4566210045662107,0.911,1.0631258352040516,0.15212583520405154
2491,20100616,30.928453759538503,0.2161359484610547,0.4672897196261681,0.804,1.031472027122109,0.2274720271221089
2492,20100617,34.32993498058782,0.21294963637355172,0.5988023952095808,0.867,1.1087732956412064,0.24177329564120642
2493,20100618,28.2586130551717,0.2131597517082956,0.5649717514124301,0.931,0.9819551504964268,0.05095515049642674
2494,20100619,31.15185086737678,0.21334011314541285,0.5102040816326531,0.878,1.0413235534379928,0.16332355343799276
2495,20100620,30.660326657410483,0.21810704760502628,0.4784688995215321,0.8109999999999999,1.0225654273049223,0.21156542730492234
2496,20100621,30.993349378801394,0.21453125222435165,0.5154639175257729,0.77,1.0360024016387777,0.26600240163877764
2497,20100622,31.118090662503214,0.2254045060939368,0.5025125628140705,0.73,1.01959322178649,0.28959322178649005
2498,20100623,33.84945556154743,0.22294760712062545,0.5847953216374265,0.853,1.0812986275056724,0.22829862750567242
2499,20100624,32.91425280823594,0.22434903617929386,0.5235602094240845,0.695,1.058927828125639,0.36392782812563895
2500,20100629,31.10968833133073,0.22165836768809344,0.462962962962963,0.753,1.0256061591075523,0.27260615910755226
2501,20100630,30.884691322424224,0.2255455230226817,0.5847953216374275,0.838,1.0151687647828593,0.17716876478285937
2502,20100701,29.95921094166384,0.22262736218527265,0.5235602094240849,0.88,1.0005067703765544,0.12050677037655444
2503,20100702,31.935433733915033,0.22750594016592915,0.5714285714285706,0.855,1.0334898526808962,0.17848985268089623
2504,20100703,32.32704869084634,0.21844557530612246,0.5434782608695644,0.82,1.057146023675121,0.23714602367512094
2505,20100704,32.2815714510149,0.2224074816654089,0.4878048780487812,0.873,1.048861585606572,0.17586158560657195
2506,20100705,32.80343180721947,0.22052883686257144,0.5617977528089878,0.8859999999999999,1.063575507051896,0.17757550705189606
2507,20100706,33.635431434783925,0.2183765876326722,0.5464480874316939,0.949,1.084481555879934,0.13548155587993393
2508,20100707,32.778921925647325,0.21839943385040209,0.5128205128205132,0.888,1.0663671587069146,0.17836715870691455
2509,20100708,36.43703683099723,0.22371323803976528,0.5102040816326541,0.905,1.133135920040408,0.22813592004040806
2510,20100712,32.81874922539841,0.23172235757761175,0.7751937984496114,0.911,1.0461820845908707,0.13518208459087067
2511,20100713,36.36302181484911,0.22351276627731426,0.5617977528089899,0.821,1.132366968175429,0.31136696817542897
2512,20100714,34.82623327708509,0.2256827780821213,0.5813953488372086,0.906,1.0968174536185322,0.1908174536185322
2513,20100715,34.596084433397664,0.223618865804732,0.4807692307692318,0.932,1.0948002834761206,0.16280028347612052
2514,20100716,36.901268592384696,0.2274413726953545,0.4926108374384235,0.799,1.136161386505096,0.33716138650509586
