region,year_month,zone_total_extracted,zone_reserves,zone_percent_extracted_total,ep_sA_reserves,zone_exhaustion,zone_avg_sA
rV,200509,5802252.0,72563715.0,315.53193855882944,16801332.82137408,7.996079032061686,0.23153903877956195
rV,200510,8071883.0,89219338.0,407.93362799334426,21427036.176585205,9.047234804633945,0.24016134457963817
rV,200511,8052552.0,79616701.0,508.5562725179976,19950850.93736463,10.114149291365388,0.25058625497889736
rV,200512,9882992.0,94406061.0,661.1143730763454,23852884.756930612,10.468599044715996,0.25266264161715857
rV,200601,15700945.0,132255660.0,864.0838283180562,33743769.76286643,11.871662052119357,0.25514045873625696
rV,200602,17076368.0,134546713.0,854.328650317708,33616697.079188205,12.691776424147946,0.24985149268706552
rV,200603,25474469.0,186085631.0,1248.6897360373282,46135537.81783733,13.689648611289067,0.2479263851266266
rV,200604,34263771.0,203814720.0,1636.408341190081,50926795.62249864,16.81123473319297,0.24986809403412394
rV,200605,44491376.0,210746474.0,1748.119618990333,54015137.03102427,21.111326398751515,0.25630387074008304
rV,200606,48627851.0,199209856.0,1409.2913268999944,52092471.54704242,24.410364013314684,0.2614954530514917
rV,200607,55918189.0,201171864.0,1463.4784304916425,50756473.45822799,27.796227508236438,0.25230403719989386
rV,200608,68170869.0,221444843.0,1695.8240882544028,56660456.09066671,30.784581874412854,0.255867128459915
rV,200609,51564627.0,162308489.0,1221.5193649636808,41624583.36426228,31.769519461178646,0.256453520211517
rV,200610,84011845.0,251449231.0,1745.4693215998013,64427196.39807479,33.41105664387576,0.2562234775658343
rV,200611,91786075.0,262438701.0,1675.2928496224572,66555478.247235134,34.97429100595952,0.253603900619959
rV,200612,86638631.0,230488332.0,1701.858677041167,58498995.03216824,37.58916134635397,0.2538045831845763
rV,200701,105336979.0,270194801.0,2292.1315666813343,68963686.7334269,38.98556841587785,0.2552369123247005
rV,200702,125173052.0,312996020.0,2329.5693177505545,78624744.77259248,39.99189893852325,0.2512004618224618
rV,200703,157053097.0,378231019.0,2796.658045544257,97711934.01202516,41.523061068663964,0.258339292928339
rV,200704,171475598.0,423024905.0,2658.9866233298626,106717635.12206131,40.53557981414829,0.25227270040297345
rV,200705,184754401.0,454437592.0,2660.562702749925,115365175.89304496,40.655615700032136,0.25386362819439673
rV,200706,185721412.0,436285064.0,2387.49063934434,109804453.60960807,42.56882192969137,0.25168052420334075
rV,200707,178340808.0,463381185.0,2552.4698392916307,119067290.04010649,38.486847065229895,0.25695322532378284
rV,200708,193115691.0,538151025.0,2692.553685836001,137590436.77485484,35.885036361307684,0.25567253500047654
rV,200709,192536846.0,531311878.0,2510.456806363244,135793404.7256151,36.23800896843492,0.25558134562467866
rV,200710,216010302.0,600142058.0,2722.26451931559,154556163.08109492,35.99319513114344,0.2575326308510358
rV,200711,219021114.0,619417552.0,2700.0,157237239.23061657,35.359203705612785,0.25384692235943707
