region_zone,year_month,zone_total_extracted,zone_reserves,zone_percent_extracted_total,ep_sA_reserves,zone_exhaustion,zone_avg_sA
rUP71,201811,366.0,32922.0,1.0678025440541485,4137.198010974,1.1117186076180061,0.12566666699999998
rUP71,201812,1600.0,65844.0,3.2438717474774044,8274.396021948,2.4299860275803415,0.12566666699999998
rUP71,201902,9241.0,724570.0,11.74076248405624,82382.97808780201,1.2753771202230288,0.11369912925983965
rUP71,201903,5515.0,241582.0,3.5065714336720326,28276.678021950003,2.2828687567782366,0.1170479506832049
rUP71,201910,12648.0,1163056.0,21.17372954127875,147816.56002195203,1.0874798805904446,0.12709324402432215
rUP71,201912,4710.0,329520.0,0.9497210627877295,43200.072,1.4293517844136925,0.1311
rUP71,202001,5136.0,329520.0,0.88143111233774,43200.072,1.5586307356154407,0.1311
rUP71,202002,20561.0,1426420.0,18.729422129667867,197315.84600000002,1.4414408098596487,0.13832941630094925
rUP71,202003,62960.0,1976106.0,7.047457601263458,241547.26615365,3.1860639054787545,0.12223396222350927
rUP71,202004,72533.0,2469200.0,9.361431258290365,319221.68210975005,2.937510124736757,0.1292814199375304
rUP73,201811,689.0,329610.0,2.1552439135063346,41387.937,0.2090349200570371,0.12556638754892144
rUP73,201812,1573.0,329600.0,5.21803511167061,48670.928,0.47724514563106796,0.1476666504854369
rUP73,201901,7661.0,988710.0,8.865049643606278,124654.05299999999,0.7748480343073297,0.12607746760930907
rUP73,201902,13437.0,1428220.0,10.668571553842902,202926.37900000002,0.9408214420747505,0.14208341782078393
rUP73,201903,5900.0,439460.0,2.364106974624659,63204.47899999999,1.3425567742229099,0.14382305329267736
rUP73,201904,416.0,219580.0,0.9517278965944784,34869.304,0.18945259131068404,0.1588
rUP73,201910,13506.0,1538390.0,47.553374373792735,242626.67599999998,0.877930823783306,0.15771467313230064
rUP73,201912,21670.0,1537750.0,4.117281393342422,234329.188,1.409201755812063,0.15238445000812875
rUP73,202001,19737.0,1318050.0,3.5257244493509594,201033.819,1.497439399112325,0.15252366678047113
rUP73,202002,24333.0,1648180.0,23.79453598057837,255776.79599999997,1.4763557378441676,0.1551874164229635
rUP73,202003,116936.0,6151680.0,12.486799558141167,900950.898,1.9008791094465252,0.14645607346285894
rUP73,202004,84288.0,3845210.0,8.0677063716175,570168.812,2.1920259231615438,0.14828027910049127
rUP75,201810,1001.0,329230.0,2.531068818786691,48068.2,0.30404276645506184,0.14600188318197005
rUP75,201811,665.0,219610.0,1.8903751991520443,34105.402,0.30280952597786986,0.1552998588406721
rUP75,201812,6669.0,658550.0,11.185142785485137,97851.16099999998,1.0126793713461393,0.14858577328980332
rUP75,201901,25246.0,1207500.0,17.695107111534227,180381.048,2.090766045548654,0.14938389068322983
rUP75,201902,6960.0,439210.0,3.391704704750825,68890.042,1.5846633728740238,0.15684989412809364
rUP75,201904,10231.0,878060.0,10.355064388621727,137218.47,1.1651823337812905,0.156274593991299
rUP75,201910,15613.0,1207670.0,11.320956490368307,188232.745,1.2928200584596785,0.15586438762244653
rUP75,201911,18517.0,1097820.0,31.688169942176206,172049.88799999998,1.686706381738354,0.15671957880162501
rUP75,201912,28830.0,1317210.0,4.015990904842067,205352.00400000002,2.1887170610608786,0.15589921424829756
rUP75,202001,30534.0,1317210.0,3.5257244493509594,205352.00400000002,2.3180813993212928,0.15589921424829756
rUP75,202002,31488.0,1536650.0,16.664364521554724,239661.82100000003,2.049132853935509,0.15596383106107442
rUP75,202003,177061.0,5817650.0,20.120416705149584,897852.539,3.043514133713785,0.15433251209680884
rUP75,202004,130349.0,3842050.0,7.238489217105496,594148.6649999999,3.3926940045028045,0.15464365768274746
rUP77,201904,4189.0,768990.0,5.71597949848189,121892.95200000002,0.5447405037776823,0.15851045137127923
rUP77,201907,1873.0,219620.0,2.542031256455634,37511.096000000005,0.8528367179673982,0.17080000000000004
rUP77,201910,670.0,329550.0,1.8822598167153375,49542.214,0.2033075405856471,0.15033292064937034
rUP77,201911,17159.0,1427950.0,47.28761103536985,221692.211,1.2016527189327357,0.1552520823558248
rUP77,201912,6303.0,329670.0,0.9497210627877295,49219.73099999999,1.9119119119119117,0.1493
rUP77,202001,8885.0,439400.0,1.8117761969544541,70324.25,2.0220755575785163,0.1600460855712335
rUP77,202002,13855.0,769050.0,10.074717120587342,119936.56300000002,1.8015733697418892,0.15595418113256618
rUP77,202003,49937.0,2306380.0,15.408520869257753,363546.797,2.165167925493631,0.15762658234982962
rUP77,202004,56343.0,2196900.0,4.136279552631712,341558.67500000005,2.5646592926396283,0.1554730187992171
rUP81,201904,1462.0,296487.0,2.4469487555494434,52148.76903294299,0.4931076236057567,0.17588888899999996
rUP81,201907,4268.0,592794.0,7.336457261600029,121081.109846346,0.7199802966966602,0.20425495171399508
rUP81,201908,3217.0,197568.0,9.261090584081995,43157.631912191995,1.6283001295756396,0.218444444
rUP81,201911,10385.0,1295253.0,24.27244683965379,246576.222967077,0.8017738619404857,0.1903691579691975
rUP81,202001,3793.0,197613.0,0.5859375,38961.73896707699,1.9194081361044062,0.19716182117106157
rUP81,202002,8000.0,395226.0,1.317091418791901,77923.477934154,2.0241583296645462,0.19716182117106162
rUP81,202003,54034.0,2897544.0,20.878357364397313,555674.2037366158,1.8648206895218848,0.19177420730681427
rUP81,202004,48808.0,2085565.0,4.136279552631712,400158.084835385,2.3402770951756477,0.19187034920291862
rUP83,201907,3273.0,692289.0,11.036124260211581,198770.72720879695,0.47277943171132286,0.2871210249026013
rUP83,201908,5440.0,395532.0,14.67314175749002,116964.714109878,1.3753628025039693,0.29571492094161284
rUP83,201911,231.0,219820.0,2.106037310281796,48360.4,0.10508597943772177,0.22
rUP83,201912,6686.0,665987.0,21.228600048260063,172722.350009459,1.0039235000082585,0.25934793022905706
rUP83,202001,2305.0,98919.0,0.29296875,27268.671032972998,2.330189346839333,0.275666667
rUP83,202002,7576.0,395532.0,1.736910367329581,116964.714109878,1.9153949617224397,0.29571492094161284
rUP83,202003,47576.0,2677878.0,8.894393916441437,733669.8384641311,1.7766306007966008,0.27397433283522665
rUP83,202004,40518.0,2135565.0,4.136279552631712,563412.440198895,1.8972964999894641,0.2638235971271748
rUP85,201907,1053.0,296163.0,5.754632844693274,99280.41893418602,0.355547451909928,0.33522222200000007
rUP85,201908,8381.0,592416.0,19.340638344582015,203112.2958903,1.4147153351698807,0.3428541698574988
rUP85,201911,93.0,109770.0,0.6040137689160227,32788.299,0.08472260180377152,0.29869999999999997
rUP85,201912,270.0,329210.0,0.999330423551205,92541.81099999999,0.08201451960754534,0.2811026730658242
rUP85,202001,5863.0,416977.0,9.38146106133701,131127.729967088,1.4060727570105787,0.31447233292744686
rUP85,202002,7882.0,405988.0,1.4837336216120196,124609.94794515,1.9414366927101294,0.30693012587847424
rUP85,202003,30954.0,1766509.0,17.1222003011821,537688.654846414,1.752269589342596,0.3043792331918003
rUP85,202004,33328.0,1667908.0,3.298659486168381,524510.9198683521,1.9981917467869932,0.3144723329274469
rUP87,201908,1108.0,593622.0,3.639582668896026,186100.497,0.18665076429108085,0.3135
rUP87,201909,5655.0,494685.0,9.072541060908252,152648.798010993,1.1431517025986235,0.3085777778
rUP87,202001,7539.0,637104.0,12.198474081092936,182283.42,1.1833232878776463,0.28611250282528444
rUP87,202002,4144.0,197874.0,0.6529525500015848,62033.499,2.094262005114366,0.3135
rUP87,202003,36597.0,2297007.0,20.277105319174346,639622.6850109932,1.5932472125683554,0.27845917971124734
rUP87,202004,24277.0,1121166.0,2.2616686798268066,337573.46700000006,2.1653350172944954,0.30109142357153185
rUP91,201908,70.0,109720.0,0.6833935370496925,29196.492000000002,0.06379876048122493,0.2661
rUP91,201909,1480.0,548660.0,3.458261584092617,133750.326,0.2697481135858273,0.2437763387161448
