datestring,total_extracted,number_extract_points,average_exhaustion,average_sA,average_percent_extracted_per_point,date,pA,pB,pD,pC
20050921,22027.0,105.0,57.022705264994606,0.2199473271152676,0.9523809523809532,9/21/2005,0.193,,,
20050922,24113.0,110.0,50.57682242741167,0.22202726308207194,0.9090909090909105,9/22/2005,0.19699999999999998,,,
20050923,26820.0,106.0,58.00304346804578,0.22578008639354963,0.943396226415095,9/23/2005,0.192,,,
20050924,36013.0,146.0,54.537301694349935,0.22375923833265765,0.6849315068493153,9/24/2005,0.222,,,
20050925,28876.0,130.0,58.065952751988604,0.22198767648600914,0.7692307692307696,9/25/2005,0.21899999999999997,,,
20050926,28312.0,136.0,56.9581598633191,0.22428125528588586,0.7352941176470595,9/26/2005,0.21899999999999997,,,
20050927,13215.0,75.0,42.76164419581649,0.22468652696715855,1.3333333333333333,9/27/2005,0.203,,,
20050930,9373.0,31.0,44.56075688283803,0.24616854058764537,3.225806451612903,9/30/2005,0.20600000000000002,,,
20051001,26542.0,123.0,57.92259374195824,0.22955095493286115,0.8130081300813007,10/1/2005,0.183,,,
20051002,21785.0,135.0,52.77227577159106,0.21942736048813405,0.7407407407407411,10/2/2005,0.205,,,
20051003,26307.0,125.0,60.436567302631836,0.22067071194541377,0.7999999999999994,10/3/2005,0.198,,,
20051004,25831.0,111.0,59.1724691939744,0.22143211290008125,0.9009009009008996,10/4/2005,0.198,,,
20051005,25574.0,123.0,56.476229401040605,0.22162918753597405,0.8130081300813017,10/5/2005,0.214,,,
20051006,25700.0,114.0,55.86316751019562,0.22087863213451361,0.8771929824561393,10/6/2005,0.20199999999999999,,,
20051007,26598.0,113.0,49.56783527550396,0.2183276813468306,0.8849557522123895,10/7/2005,0.21100000000000002,,,
20051008,22663.0,106.0,57.12241350365863,0.2155209800180029,0.9433962264150956,10/8/2005,0.223,,,
20051011,30846.0,121.0,63.39549380612212,0.22370305868410814,0.8264462809917354,10/11/2005,0.205,,,
20051013,28153.0,118.0,62.06804987872707,0.24031626695524455,0.8474576271186446,10/13/2005,0.177,,,
20051014,26084.0,138.0,61.67325575969063,0.22095001112559423,0.7246376811594195,10/14/2005,0.18899999999999997,,,
20051015,29456.0,120.0,61.55836180116017,0.22231471909105105,0.8333333333333341,10/15/2005,0.191,,,
20051016,28736.0,110.0,47.38048666728102,0.22479556332151313,0.9090909090909091,10/16/2005,0.212,,,
20051017,29376.0,129.0,49.689014284015656,0.22078026022011166,0.7751937984496121,10/17/2005,0.192,,,
20051018,28057.0,112.0,58.340047052363964,0.2229398110562783,0.8928571428571407,10/18/2005,0.19,,,
20051019,22778.0,101.0,56.371140919614554,0.22424961001716573,0.9900990099009916,10/19/2005,0.196,,,
20051020,27139.0,103.0,55.4817365560607,0.22266332420612406,0.9708737864077659,10/20/2005,0.201,,,
20051021,24968.0,100.0,59.116623099306636,0.23013953525528683,0.9999999999999997,10/21/2005,0.195,,,
20051022,28044.0,111.0,62.27422305259219,0.22262485361760093,0.9009009009009001,10/22/2005,0.183,,,
20051023,29964.0,120.0,55.478609306627,0.21888374249389267,0.8333333333333318,10/23/2005,0.203,,,
20051024,29014.0,130.0,57.48282063424924,0.21773592730805819,0.7692307692307693,10/24/2005,0.196,,,
20051025,25832.0,66.0,47.01153180301364,0.2160396468620316,1.5151515151515156,10/25/2005,0.2,,,
20051028,19195.0,112.0,49.8041173403455,0.2337299106537119,0.8928571428571432,10/28/2005,0.205,,,
20051029,26152.0,115.0,48.755829936160026,0.22681283744891406,0.8695652173913052,10/29/2005,0.201,,,
20051030,30158.0,123.0,59.7270137561806,0.2150110901623118,0.8130081300813005,10/30/2005,0.19399999999999998,,,
20051031,29731.0,122.0,57.79042879606336,0.22185245087894792,0.8196721311475401,10/31/2005,0.19399999999999998,,,
20051101,31642.0,103.0,58.381292050016924,0.22313937558577207,0.9708737864077672,11/1/2005,0.221,,,
20051102,30177.0,125.0,56.999886138516786,0.22447410637657816,0.7999999999999982,11/2/2005,0.263,,,
20051103,28709.0,127.0,59.64228476736778,0.21881753044285765,0.7874015748031489,11/3/2005,0.317,,,
20051104,26046.0,106.0,46.54631035826426,0.2321463388680795,0.9433962264150949,11/4/2005,0.27,,,
20051105,30461.0,122.0,51.499794891672536,0.22788991414037624,0.8196721311475416,11/5/2005,0.257,,,
20051112,17663.0,76.0,32.19593356246194,0.2527945752428806,1.3157894736842104,11/12/2005,0.239,,,
20051113,25526.0,109.0,54.301581440323794,0.22008785068874867,0.9174311926605495,11/13/2005,0.305,,,
20051114,11584.0,63.0,39.424575142799256,0.22413629656724793,1.5873015873015859,11/14/2005,0.235,,,
20051115,24668.0,87.0,48.30638555163398,0.22483284759185992,1.149425287356321,11/15/2005,0.209,,,
20051116,28501.0,121.0,52.26379915472925,0.22052049516641523,0.8264462809917357,11/16/2005,0.21100000000000002,,,
20051117,31034.0,115.0,53.19937845766091,0.22485349764935236,0.8695652173913033,11/17/2005,0.204,,,
20051118,26235.0,110.0,54.40001139445017,0.2246885579273871,0.9090909090909113,11/18/2005,0.205,,,
20051119,28582.0,123.0,48.27802727301801,0.22554892898271636,0.8130081300813015,11/19/2005,0.20199999999999999,,,
20051120,23420.0,110.0,44.27199804837615,0.22723959776934244,0.9090909090909086,11/20/2005,0.195,,,
20051121,20751.0,69.0,40.320431213806614,0.24609324913888486,1.4492753623188408,11/21/2005,0.18600000000000003,,,
20051126,27064.0,100.0,57.35851390960664,0.22488260749538136,1.0000000000000007,11/26/2005,0.179,,,
20051127,30920.0,130.0,48.42360320027353,0.22516227110844114,0.7692307692307695,11/27/2005,0.171,,,
20051128,31995.0,110.0,45.732197917860816,0.2333500437163307,0.9090909090909088,11/28/2005,0.20199999999999999,,,
20051129,24756.0,98.0,60.7737635813318,0.22121602123440784,1.0204081632653053,11/29/2005,0.222,,,
20051130,21262.0,94.0,56.074332988281576,0.21986933582626284,1.0638297872340412,11/30/2005,0.222,,,
20051201,24897.0,106.0,53.36713101283951,0.22877561958846448,0.9433962264150939,12/1/2005,0.17,,,
20051202,29452.0,109.0,61.114888666031284,0.22488361598363443,0.9174311926605501,12/2/2005,0.17600000000000002,,,
20051203,29047.0,107.0,57.7956803201849,0.21959084567772919,0.9345794392523359,12/3/2005,0.172,,,
20051204,29246.0,125.0,59.44088263335484,0.223484295390173,0.7999999999999999,12/4/2005,0.17600000000000002,,,
20051205,19643.0,103.0,57.86029279821169,0.21982126583067757,0.9708737864077677,12/5/2005,0.19699999999999998,,,
20051211,7724.0,20.0,32.29399304679223,0.21099667624197305,4.999999999999997,12/11/2005,0.17600000000000002,,,
20051212,18681.0,101.0,72.72841472695482,0.22784301590311012,0.9900990099009913,12/12/2005,0.16899999999999998,,,
20051214,18140.0,74.0,47.982419252392454,0.2211452641705623,1.3513513513513515,12/14/2005,0.158,,,
20051215,26254.0,121.0,58.03334429563016,0.22841094955656283,0.8264462809917366,12/15/2005,0.17,,,
20051216,25890.0,128.0,56.71487136175441,0.22521123582205482,0.7812499999999983,12/16/2005,0.17800000000000002,,,
20051217,29505.0,136.0,58.48541492584569,0.22498187812421627,0.7352941176470599,12/17/2005,0.193,,,
20051218,29747.0,131.0,56.98681258046096,0.22566440932403264,0.7633587786259542,12/18/2005,0.192,,,
20051219,22895.0,121.0,50.884291037520725,0.22874858017060495,0.8264462809917372,12/19/2005,0.19399999999999998,,,
20051220,1315.0,25.0,65.9140888446787,0.22756879294904944,3.9999999999999982,12/20/2005,0.193,,,
20051226,27936.0,125.0,49.95269205161549,0.22901638969848942,0.8000000000000033,12/26/2005,0.196,,,
20051227,19555.0,122.0,44.80223140403163,0.2361471214467911,0.8196721311475403,12/27/2005,0.185,,,
20051228,23094.0,93.0,45.234320247166245,0.23323843125409197,1.0752688172042986,12/28/2005,0.191,,,
20051229,24148.0,120.0,47.49736297077117,0.22545361806294517,0.8333333333333319,12/29/2005,0.19699999999999998,,,
20051230,30971.0,120.0,48.35059600390826,0.2239383818594169,0.8333333333333341,12/30/2005,0.212,,,
20060102,26680.0,91.0,44.463399804422146,0.23664383417931037,1.0989010989010983,1/2/2006,0.191,,,
20060103,26039.0,91.0,42.04851073716245,0.2318776989075617,1.0989010989011005,1/3/2006,0.191,,,
20060105,14261.0,58.0,49.11007122299088,0.24811091240978891,1.724137931034483,1/5/2006,0.19,,,
20060106,30258.0,115.0,53.0902356859918,0.2358017408170401,0.8695652173913055,1/6/2006,0.174,,,
20060107,25440.0,94.0,54.196064166626705,0.2385943488796384,1.0638297872340423,1/7/2006,0.17600000000000002,,,
20060108,19448.0,99.0,48.64219034742605,0.23711950806052035,1.0101010101010093,1/8/2006,0.18,,,
20060109,29181.0,104.0,49.97205323848115,0.23898904798598403,0.9615384615384635,1/9/2006,0.187,,,
20060110,22589.0,82.0,50.54345909576304,0.23132307321962017,1.2195121951219492,1/10/2006,0.185,,,
20060111,32445.0,107.0,49.55984284352671,0.2416704962187394,0.934579439252336,1/11/2006,0.19,,,
20060112,25011.0,101.0,53.070564973283005,0.23797359915996963,0.9900990099009905,1/12/2006,0.20199999999999999,,,
20060113,30907.0,124.0,53.356290825426605,0.2366941570017472,0.8064516129032269,1/13/2006,0.185,,,
20060114,32849.0,119.0,57.05825577922081,0.23948106021285276,0.8403361344537821,1/14/2006,0.18899999999999997,,,
20060115,36141.0,109.0,60.08272068331642,0.2357691971023768,0.9174311926605498,1/15/2006,0.201,,,
20060116,27190.0,111.0,55.75744897164226,0.23944377858775281,0.9009009009009019,1/16/2006,0.187,,,
20060117,21971.0,110.0,46.64808158714709,0.23299876461999908,0.9090909090909095,1/17/2006,0.187,,,
20060119,14262.0,43.0,45.34646193201927,0.24182213789061843,2.3255813953488373,1/19/2006,0.187,,,
20060120,25542.0,95.0,53.74726140788142,0.22406225420573958,1.052631578947369,1/20/2006,0.195,,,
20060121,32842.0,109.0,54.93331001083361,0.22689453955392488,0.9174311926605518,1/21/2006,0.191,,,
20060122,23558.0,107.0,53.58707069400278,0.22957088972858478,0.9345794392523366,1/22/2006,0.19399999999999998,,,
20060123,29633.0,110.0,58.79936651726699,0.2347753379948031,0.90909090909091,1/23/2006,0.204,,,
20060124,30335.0,130.0,50.124562367605364,0.2219841777521345,0.7692307692307695,1/24/2006,0.2,,,
20060125,27940.0,134.0,50.41753115758526,0.2317141799182892,0.7462686567164181,1/25/2006,0.2,,,
20060126,28034.0,111.0,54.17465938991949,0.2252131341644075,0.9009009009009001,1/26/2006,0.204,,,
20060127,27164.0,122.0,51.485076700984855,0.22783956148718895,0.819672131147541,1/27/2006,0.19899999999999998,,,
20060128,29268.0,123.0,51.256706587355346,0.2266915907697485,0.8130081300813006,1/28/2006,0.201,,,
20060129,28778.0,93.0,49.62917174565587,0.23138943636044898,1.0752688172043012,1/29/2006,0.20199999999999999,,,
20060130,29149.0,107.0,47.53448846326352,0.22738260813503036,0.9345794392523363,1/30/2006,0.19399999999999998,,,
20060131,30057.0,114.0,52.15076032719381,0.21906946055477924,0.8771929824561415,1/31/2006,0.19399999999999998,,,
20060202,15682.0,57.0,49.01522143983645,0.24579636726539983,1.7543859649122804,2/2/2006,0.20199999999999999,,,
20060203,24993.0,90.0,47.13947747991062,0.23049947285880046,1.1111111111111118,2/3/2006,0.192,,,
20060204,26830.0,105.0,54.85389570489348,0.2212682734486023,0.9523809523809531,2/4/2006,0.18100000000000002,,,
20060205,20646.0,92.0,56.25663865154025,0.21899949810965802,1.08695652173913,2/5/2006,0.19399999999999998,,,
20060206,10137.0,46.0,55.524727925500926,0.21918191491634606,2.173913043478262,2/6/2006,0.195,,,
20060207,29760.0,111.0,49.790686237194826,0.23128461641670028,0.9009009009009017,2/7/2006,0.175,,,
20060208,26471.0,111.0,44.8341594128524,0.2441431543249594,0.900900900900902,2/8/2006,0.184,,,
20060209,32487.0,131.0,46.89883636419684,0.23651654388226062,0.7633587786259541,2/9/2006,0.188,,,
20060210,26280.0,110.0,51.22239281940374,0.23306535582146118,0.9090909090909098,2/10/2006,0.192,,,
20060211,32499.0,119.0,53.70892943156603,0.2262320952742238,0.8403361344537804,2/11/2006,0.187,,,
20060212,31961.0,125.0,49.092133042126704,0.22869218075867465,0.7999999999999984,2/12/2006,0.20800000000000002,,,
20060213,28026.0,111.0,38.50567567766427,0.2343740268134232,0.9009009009009019,2/13/2006,0.18600000000000003,,,
20060214,24610.0,111.0,44.39682982449638,0.23086612138512796,0.9009009009009002,2/14/2006,0.195,,,
20060217,25958.0,104.0,47.88181789141703,0.21681269893212113,0.9615384615384623,2/17/2006,0.20800000000000002,,,
20060218,30952.0,129.0,50.331904433741954,0.22530211992879295,0.7751937984496121,2/18/2006,0.183,,,
20060219,17604.0,111.0,52.17962664861854,0.22985723682202902,0.9009009009009001,2/19/2006,0.16899999999999998,,,
20060220,29011.0,120.0,55.021566653837425,0.22216126525035332,0.8333333333333323,2/20/2006,0.17600000000000002,,,
20060221,28399.0,125.0,51.9438879414053,0.22367692619373922,0.8000000000000006,2/21/2006,0.179,,,
20060222,29131.0,128.0,47.912296894416606,0.22608923113792867,0.7812500000000011,2/22/2006,0.168,,,
20060223,30768.0,132.0,56.59095350853398,0.22066463868450992,0.7575757575757561,2/23/2006,0.18100000000000002,,,
20060224,28034.0,119.0,52.769843582958316,0.2181181382521581,0.8403361344537839,2/24/2006,0.175,,,
20060225,29650.0,131.0,53.60183752156924,0.22347540707473862,0.7633587786259556,2/25/2006,0.18600000000000003,,,
20060226,28765.0,109.0,55.97718746215809,0.22543941071444465,0.9174311926605502,2/26/2006,0.183,,,
20060227,30090.0,117.0,56.81124578115709,0.22712106050033237,0.8547008547008565,2/27/2006,0.185,,,
20060228,25289.0,93.0,57.54209757049192,0.23053204164632846,1.0752688172043023,2/28/2006,0.185,,,
20060302,13637.0,80.0,38.637293343730875,0.2301810727862433,1.25,3/2/2006,0.161,,,
20060303,31087.0,127.0,51.05315029395345,0.23162168263364105,0.7874015748031493,3/3/2006,0.17600000000000002,,,
20060304,28497.0,110.0,51.91281369128936,0.21593780863297893,0.9090909090909107,3/4/2006,0.183,,,
20060305,29788.0,125.0,53.295959666551276,0.22173690817208275,0.8000000000000003,3/5/2006,0.182,,,
20060306,29418.0,122.0,50.775442832839815,0.22456324293300023,0.8196721311475409,3/6/2006,0.19,,,
20060307,24672.0,103.0,36.26242064900852,0.23376255907494323,0.970873786407766,3/7/2006,0.18600000000000003,,,
20060308,29028.0,132.0,50.24433389260618,0.22337745375372053,0.7575757575757572,3/8/2006,0.204,,,
20060309,29101.0,132.0,47.83070624968471,0.22665876646400465,0.7575757575757565,3/9/2006,0.193,,,
20060310,30823.0,125.0,50.8400506520212,0.22826877504642637,0.8000000000000012,3/10/2006,0.19899999999999998,,,
20060311,30167.0,121.0,45.78003040248334,0.22646054236566446,0.8264462809917348,3/11/2006,0.198,,,
20060312,32229.0,137.0,49.43150971776755,0.22873181979329177,0.7299270072992714,3/12/2006,0.196,,,
20060313,32188.0,120.0,44.91166862524047,0.22887423387644462,0.833333333333335,3/13/2006,0.20600000000000002,,,
20060314,26329.0,121.0,46.69990946467834,0.22975197255634475,0.8264462809917372,3/14/2006,0.196,,,
20060316,13324.0,60.0,53.85591854410354,0.24470708497388172,1.6666666666666667,3/16/2006,0.18600000000000003,,,
20060317,27789.0,135.0,46.862171077832194,0.24113223164129696,0.7407407407407399,3/17/2006,0.191,,,
20060318,31389.0,152.0,47.36870961762507,0.2361929942892096,0.6578947368421056,3/18/2006,0.20600000000000002,,,
20060319,31841.0,138.0,50.27679281119626,0.2236453360336359,0.7246376811594211,3/19/2006,0.19699999999999998,,,
20060320,28697.0,139.0,51.784636838928044,0.2333218503460989,0.7194244604316543,3/20/2006,0.19,,,
20060321,20431.0,115.0,47.02886604855922,0.2408103600298566,0.8695652173913051,3/21/2006,0.188,,,
20060322,24350.0,114.0,45.28189711021728,0.23671636925987677,0.8771929824561412,3/22/2006,0.2,,,
20060323,31916.0,136.0,43.86743433890399,0.2401623077645068,0.7352941176470585,3/23/2006,0.207,,,
20060324,25935.0,129.0,47.03523337564047,0.23094208831158666,0.775193798449611,3/24/2006,0.20600000000000002,,,
20060325,30828.0,146.0,49.30974474486429,0.23076921101738682,0.6849315068493151,3/25/2006,0.19699999999999998,,,
20060326,29465.0,149.0,47.08619910126623,0.24022551751980312,0.6711409395973157,3/26/2006,0.203,,,
20060327,26227.0,119.0,48.29351741732292,0.23064261547249015,0.8403361344537822,3/27/2006,0.201,,,
20060328,22952.0,117.0,41.63360008379682,0.2307795688497734,0.8547008547008539,3/28/2006,0.201,,,
20060331,32209.0,142.0,50.76942687039613,0.23255587871694244,0.704225352112676,3/31/2006,0.195,,,
20060401,27980.0,139.0,46.75593902114549,0.2381192992847391,0.7194244604316562,4/1/2006,0.233,,,
20060402,33113.0,131.0,43.58555722459335,0.23770420703919912,0.7633587786259552,4/2/2006,0.231,,,
20060403,32824.0,135.0,50.7849460303543,0.23268561695201678,0.7407407407407396,4/3/2006,0.226,,,
20060404,30473.0,125.0,52.547543823280066,0.2255641592155022,0.7999999999999997,4/4/2006,0.233,,,
20060405,27497.0,148.0,41.882224188315256,0.2378706914332109,0.6756756756756767,4/5/2006,0.22,,,
20060406,26455.0,139.0,40.0864370162538,0.23910867276495934,0.7194244604316544,4/6/2006,0.23399999999999999,,,
20060407,28606.0,138.0,43.508486899430956,0.2463724284741313,0.724637681159421,4/7/2006,0.239,,,
20060408,28312.0,149.0,36.697374786123675,0.24638958546393758,0.6711409395973156,4/8/2006,0.223,,,
20060409,30276.0,145.0,34.83230344488581,0.24477692313502442,0.6896551724137933,4/9/2006,0.215,,,
20060410,25897.0,135.0,42.61364513117322,0.23658781995791017,0.7407407407407411,4/10/2006,0.231,,,
20060411,22765.0,125.0,35.211963921579375,0.24648882287243573,0.7999999999999994,4/11/2006,0.217,,,
20060413,8884.0,51.0,47.994229982438455,0.22359104306472313,1.9607843137254901,4/13/2006,0.231,,,
20060414,30280.0,109.0,55.82244320864459,0.2363945396706407,0.9174311926605508,4/14/2006,0.231,,,
20060415,28562.0,151.0,46.03091694568829,0.2333852653476997,0.6622516556291385,4/15/2006,0.209,,,
20060416,28704.0,144.0,44.79176623352829,0.2452883347849777,0.6944444444444448,4/16/2006,0.22399999999999998,,,
20060417,29729.0,155.0,42.7037116014315,0.23570529350640784,0.6451612903225808,4/17/2006,0.23800000000000002,,,
20060418,28118.0,144.0,40.176589737016315,0.23047575322583397,0.6944444444444445,4/18/2006,0.225,,,
20060419,26525.0,125.0,54.6296291402115,0.2362725790485957,0.7999999999999998,4/19/2006,0.223,,,
20060420,30105.0,140.0,43.13462421904595,0.23248517862986218,0.7142857142857142,4/20/2006,0.20800000000000002,,,
20060421,29568.0,118.0,48.622018333116806,0.2208938325898945,0.8474576271186441,4/21/2006,0.21899999999999997,,,
20060422,29905.0,141.0,41.9238560649883,0.23679103663440898,0.7092198581560286,4/22/2006,0.226,,,
20060423,26143.0,135.0,37.33247001747476,0.23462500901625677,0.7407407407407405,4/23/2006,0.22,,,
20060424,29378.0,126.0,39.152685466105716,0.2391114626921506,0.793650793650793,4/24/2006,0.217,,,
20060425,27775.0,142.0,43.60641236616171,0.23665755417238526,0.7042253521126753,4/25/2006,0.261,,,
20060427,15188.0,76.0,50.22273953616478,0.23861952032683698,1.31578947368421,4/27/2006,0.242,,,
20060428,36980.0,129.0,49.692201472052915,0.23162930791792863,0.7751937984496118,4/28/2006,0.244,,,
20060429,29910.0,136.0,50.487273987961515,0.22782528362881976,0.7352941176470589,4/29/2006,0.23199999999999998,,,
20060430,14619.0,78.0,46.43626712367509,0.2334783496137219,1.282051282051282,4/30/2006,0.233,,,
20060501,28815.0,119.0,42.31281768350287,0.2332029069195558,0.8403361344537814,5/1/2006,0.25,,,
20060502,30791.0,123.0,58.79074914311446,0.23421217537403785,0.8130081300813002,5/2/2006,0.218,,,
20060503,26094.0,110.0,36.32855208089241,0.23924455376508014,0.909090909090909,5/3/2006,0.217,,,
20060504,28315.0,138.0,46.92334634935816,0.23381295749472014,0.7246376811594211,5/4/2006,0.20800000000000002,,,
20060505,27650.0,119.0,46.32950501063037,0.22686317514372512,0.8403361344537817,5/5/2006,0.20600000000000002,,,
20060506,29152.0,123.0,43.38196703105704,0.23721592318273194,0.813008130081301,5/6/2006,0.21100000000000002,,,
20060507,31909.0,150.0,43.08697843322841,0.25146642500996585,0.6666666666666667,5/7/2006,0.20800000000000002,,,
20060508,31847.0,139.0,44.0391967644306,0.2429478865246334,0.7194244604316544,5/8/2006,0.215,,,
20060509,31656.0,148.0,43.0819608061913,0.23955804923714302,0.6756756756756763,5/9/2006,0.215,,,
20060511,11623.0,75.0,42.2157527298946,0.23305600863185066,1.333333333333334,5/11/2006,0.213,,,
20060512,27026.0,138.0,51.840564954897694,0.23066642232013615,0.7246376811594204,5/12/2006,0.213,,,
20060513,26425.0,150.0,43.12626651326207,0.23957573977184485,0.6666666666666662,5/13/2006,0.193,,,
20060514,10870.0,85.0,40.21694696405357,0.2449882940720331,1.1764705882352937,5/14/2006,0.19699999999999998,,,
20060515,30169.0,130.0,39.638129281219534,0.24213786196645565,0.7692307692307694,5/15/2006,0.223,,,
20060516,32218.0,142.0,37.67437927840831,0.23850506574337327,0.7042253521126769,5/16/2006,0.22899999999999998,,,
20060517,26824.0,141.0,49.08564718585457,0.2450383286465106,0.7092198581560275,5/17/2006,0.222,,,
20060518,16288.0,95.0,43.42526279048585,0.2442526179111002,1.052631578947368,5/18/2006,0.226,,,
20060519,28054.0,123.0,41.579632936317694,0.24479895340871177,0.8130081300813012,5/19/2006,0.204,,,
20060520,30780.0,142.0,43.04908248897169,0.2493975430438597,0.7042253521126763,5/20/2006,0.228,,,
20060521,30941.0,130.0,45.83878360692671,0.2437314907387932,0.7692307692307694,5/21/2006,0.244,,,
20060522,22555.0,111.0,38.845544526448776,0.24940979982642428,0.9009009009009012,5/22/2006,0.226,,,
20060523,14596.0,46.0,42.931167726968816,0.24019686807522608,2.17391304347826,5/23/2006,0.214,,,
20060526,24215.0,139.0,51.73006532806622,0.2381311510002065,0.7194244604316551,5/26/2006,0.20600000000000002,,,
20060527,25617.0,119.0,45.14204545415527,0.25090364089698247,0.8403361344537821,5/27/2006,0.207,,,
20060528,27516.0,150.0,48.27432642874579,0.24422951834354562,0.666666666666666,5/28/2006,0.221,,,
20060529,31585.0,122.0,50.74316529038934,0.24711277485347471,0.8196721311475406,5/29/2006,0.21600000000000003,,,
20060530,26094.0,107.0,51.492002562176665,0.24587259072541584,0.9345794392523363,5/30/2006,0.209,,,
20060531,34333.0,97.0,65.12244694108459,0.23736034881536716,1.030927835051547,5/31/2006,0.209,,,
20060601,26274.0,108.0,60.692609581862506,0.24978135679725202,0.9259259259259268,6/1/2006,0.21100000000000002,,,
20060602,33363.0,111.0,60.98789724449462,0.2500539147238558,0.9009009009009008,6/2/2006,0.22699999999999998,,,
20060603,19158.0,98.0,56.6558551210423,0.2539536266406201,1.0204081632653061,6/3/2006,0.22699999999999998,,,
20060604,31213.0,102.0,63.83361777133827,0.2473779476953513,0.9803921568627456,6/4/2006,0.20199999999999999,,,
20060605,29445.0,98.0,69.88369065512421,0.23436117231866194,1.0204081632653055,6/5/2006,0.217,,,
20060606,29041.0,119.0,61.397610810482945,0.2469291954166179,0.840336134453782,6/6/2006,0.198,,,
20060609,28243.0,122.0,56.93588052300453,0.25340410466405827,0.8196721311475409,6/9/2006,0.205,,,
20060610,26044.0,123.0,57.21404204941327,0.24205589292512672,0.8130081300813019,6/10/2006,0.217,,,
20060611,33638.0,137.0,53.235955218860916,0.24820261317854808,0.7299270072992712,6/11/2006,0.201,,,
20060612,21346.0,104.0,51.36517514783726,0.24942347313876137,0.9615384615384617,6/12/2006,0.217,,,
20060613,30435.0,123.0,65.39017562834782,0.22789337280039432,0.8130081300813006,6/13/2006,0.214,,,
20060614,26878.0,131.0,60.29804576344454,0.238788257338232,0.763358778625955,6/14/2006,0.17600000000000002,,,
20060615,30007.0,130.0,56.643167599521945,0.23944302699513448,0.7692307692307704,6/15/2006,0.18899999999999997,,,
20060616,25826.0,138.0,56.54089651277716,0.23686708819666227,0.7246376811594206,6/16/2006,0.201,,,
20060617,23532.0,133.0,51.17981381395101,0.24051620826946285,0.7518796992481204,6/17/2006,0.22699999999999998,,,
20060618,28036.0,112.0,44.69428459945609,0.24548727910696963,0.8928571428571425,6/18/2006,0.214,,,
20060619,24471.0,125.0,47.45443153831579,0.25364779298332724,0.8000000000000006,6/19/2006,0.223,,,
20060620,29950.0,154.0,52.54192844933548,0.24647666278086813,0.6493506493506502,6/20/2006,0.23800000000000002,,,
20060622,20532.0,102.0,53.7468681965511,0.24047019676042278,0.9803921568627448,6/22/2006,0.217,,,
20060623,30348.0,141.0,57.997016212669784,0.24530413496167786,0.7092198581560276,6/23/2006,0.22699999999999998,,,
20060624,30947.0,150.0,54.201968604424195,0.24019364625624454,0.6666666666666665,6/24/2006,0.21100000000000002,,,
20060625,20188.0,117.0,55.19351045660793,0.23371993789047948,0.8547008547008541,6/25/2006,0.212,,,
20060626,27780.0,107.0,55.99742892728951,0.2551689625320374,0.9345794392523364,6/26/2006,0.2,,,
20060627,19047.0,98.0,52.64331175848196,0.243254863184386,1.0204081632653066,6/27/2006,0.228,,,
20060628,32948.0,132.0,52.22379628426048,0.24110881322574967,0.7575757575757578,6/28/2006,0.256,,,
20060629,29115.0,151.0,52.20157630753589,0.24091702853037952,0.6622516556291398,6/29/2006,0.24600000000000002,,,
20060630,29624.0,157.0,51.23394664286127,0.24350995822583044,0.6369426751592348,6/30/2006,0.247,,,
20060701,27845.0,136.0,56.18952394403584,0.24615318565548575,0.7352941176470583,7/1/2006,0.22899999999999998,,,
20060702,27315.0,148.0,53.79847510737344,0.24466394585905177,0.6756756756756755,7/2/2006,0.225,,,
20060708,25662.0,137.0,56.54448895594,0.24637787921190868,0.7299270072992705,7/8/2006,0.223,,,
20060709,28463.0,145.0,51.2366507517063,0.24291386648202928,0.6896551724137924,7/9/2006,0.214,,,
20060710,28603.0,154.0,60.03401545328645,0.23723115358598748,0.6493506493506478,7/10/2006,0.217,,,
20060711,23083.0,133.0,54.390767149731616,0.24395484768180045,0.7518796992481208,7/11/2006,0.21600000000000003,,,
20060712,29884.0,135.0,55.626500121068446,0.24517168801295006,0.7407407407407398,7/12/2006,0.21899999999999997,,,
20060713,27759.0,131.0,47.24186305914352,0.2464742672103462,0.7633587786259535,7/13/2006,0.207,,,
20060714,27721.0,120.0,56.1364119654494,0.24807058198759066,0.8333333333333335,7/14/2006,0.209,,,
20060715,27553.0,144.0,55.52284680827414,0.24101892540209777,0.6944444444444441,7/15/2006,0.23600000000000002,,,
20060716,27778.0,133.0,52.75821835912575,0.239797989876161,0.7518796992481213,7/16/2006,0.261,,,
20060717,24902.0,130.0,54.89550380118179,0.24841199177523893,0.7692307692307696,7/17/2006,0.23,,,
20060718,24410.0,109.0,52.93219350285107,0.2392339854251536,0.9174311926605506,7/18/2006,0.254,,,
20060720,1882.0,36.0,55.767465474936195,0.22077307857013814,2.7777777777777772,7/20/2006,0.235,,,
20060721,24303.0,122.0,55.553067754720935,0.2309311630889191,0.8196721311475401,7/21/2006,0.231,,,
20060722,31348.0,127.0,52.98561148457946,0.24746819189642083,0.7874015748031499,7/22/2006,0.20600000000000002,,,
20060723,31230.0,146.0,56.08382317976539,0.2430957464121998,0.6849315068493146,7/23/2006,0.228,,,
20060724,24872.0,106.0,57.79420344195885,0.2468744731080733,0.9433962264150942,7/24/2006,0.22,,,
20060725,25739.0,117.0,56.19124125233456,0.24407789254232876,0.8547008547008546,7/25/2006,0.226,,,
20060726,30656.0,141.0,53.53663359582526,0.23776864220234212,0.7092198581560288,7/26/2006,0.214,,,
