datestring,total_extracted,number_extract_points,average_exhaustion,average_sA,average_percent_extracted_per_point,date,pA,pB,pD,pC
20010713,22740.0,27.0,5.745914089345096,0.2126948070379947,3.703703703703703,7/13/2001,0.184,,,
20010717,24183.0,32.0,5.736237639060932,0.21537668135008065,3.125,7/17/2001,0.152,,,
20010718,16393.0,27.0,5.228116175043398,0.1800661316141036,3.7037037037037037,7/18/2001,0.168,,,
20010719,27773.0,35.0,6.780875373125274,0.1987224048176286,2.8571428571428577,7/19/2001,0.177,,,
20010720,709.0,1.0,1.6031081888822476,0.19300000000000003,100.0,7/20/2001,0.157,,,
20010723,12149.0,30.0,5.4707661059879396,0.21976425495983207,3.3333333333333326,7/23/2001,0.168,,,
20010724,45565.0,54.0,7.880902206892386,0.20349968485570064,1.8518518518518519,7/24/2001,0.162,,,
20010725,7998.0,14.0,6.608032808611672,0.19899142354276073,7.142857142857143,7/25/2001,0.142,,,
20010726,9921.0,25.0,5.849237795843658,0.2000043024321137,3.9999999999999996,7/26/2001,0.163,,,
20010801,94833.0,227.0,6.255405040909958,0.19578210880640703,0.44052863436123285,8/1/2001,0.205,,,
20010802,13731.0,24.0,7.197750240776293,0.1858065010787998,4.166666666666667,8/2/2001,0.204,,,
20010806,20280.0,35.0,7.516138413218267,0.19567025328496054,2.8571428571428577,8/6/2001,0.192,,,
20010807,9441.0,17.0,7.667514662683247,0.20808062544921088,5.882352941176471,8/7/2001,0.198,,,
20010808,20966.0,36.0,7.343685488012985,0.1905571247811695,2.7777777777777772,8/8/2001,0.163,,,
20010809,19730.0,32.0,8.9013891846494,0.1869988989781044,3.1249999999999996,8/9/2001,0.19,,,
20010810,15489.0,29.0,8.188450293888385,0.18560470151397768,3.4482758620689666,8/10/2001,0.19399999999999998,,,
20010814,17301.0,30.0,9.305715076276826,0.19233584066366105,3.333333333333333,8/14/2001,0.20199999999999999,,,
20010815,15239.0,25.0,10.321710294082612,0.19034244647798412,3.9999999999999996,8/15/2001,0.2,,,
20010816,18031.0,33.0,9.440213939115786,0.19394258804858297,3.03030303030303,8/16/2001,0.21100000000000002,,,
20010817,4538.0,9.0,11.456364818752382,0.19311692007073603,11.111111111111112,8/17/2001,0.20600000000000002,,,
20010827,21116.0,92.0,9.348334391978389,0.197713865877581,1.0869565217391304,8/27/2001,0.21899999999999997,,,
20010828,18043.0,102.0,8.972909054918896,0.19902376216737794,0.9803921568627448,8/28/2001,0.223,,,
20010829,22194.0,64.0,10.13791871173126,0.1897698147562404,1.5625000000000002,8/29/2001,0.21,,,
20010830,29108.0,94.0,9.477762406902851,0.19831124905922767,1.063829787234043,8/30/2001,0.21,,,
20010831,23426.0,91.0,9.589365499077767,0.19593303428617773,1.0989010989010994,8/31/2001,0.225,,,
