datetime,average_exhaustion,average_sA,number_extract_points,pC
2018-03-20,69.53044645906459,0.17872345066451406,165.0,0.0020666670000000003
2018-03-21,65.48981815857276,0.18153206044836645,149.0,0.0022
2018-03-22,64.63562482441772,0.17771971429144046,153.0,0.0022
2018-03-23,56.07655175197341,0.18407128883735965,134.0,0.002266667
2018-03-26,73.66262917192223,0.17702446374396108,147.0,0.0019
2018-03-27,73.44587513338446,0.16991747008882704,122.0,0.0027
2018-03-28,61.843741021759385,0.1874486559168307,145.0,0.002166667
2018-04-02,56.13227160441725,0.18121611859869652,114.0,0.002366667
2018-04-03,79.54188139652655,0.1782922369814499,139.0,0.003233333
2018-04-04,69.27237195305177,0.17373939741303146,145.0,0.0024
2018-04-05,61.35766896895483,0.18522967941301927,119.0,0.002
2018-04-06,66.74432755668441,0.18932171369806705,120.0,0.0019
2018-04-09,73.63564091958733,0.17833167503322786,128.0,0.0018
2018-04-10,76.74624146435198,0.17807603748816045,137.0,0.001833333
2018-04-16,55.329351515840386,0.18749876350802716,117.0,0.0017666670000000004
2018-04-17,87.89130747335861,0.1762376081796255,138.0,0.0019
2018-04-18,72.01028630731341,0.16670759418598774,123.0,0.001933333
2018-04-19,72.47881728525945,0.1878004725479678,129.0,0.004466667
2018-04-20,66.2093419293171,0.18186752406758652,111.0,0.0022
2018-04-23,64.00810770452097,0.18547134157740086,107.0,0.0021
2018-04-24,64.6351047712228,0.18305512790634135,149.0,0.001933333
2018-04-25,66.1813824853267,0.1834998264223215,152.0,0.001966667
2018-05-01,63.01515885266981,0.17757770801380798,115.0,0.0016333329999999998
2018-05-02,62.8129566927139,0.18050038853932293,153.0,0.001933333
2018-05-03,54.51626546543337,0.1804671547139728,100.0,0.001933333
2018-05-04,57.79242517987771,0.1736133779878208,84.0,0.0017666670000000004
2018-05-07,63.04127169395128,0.17909490241102974,93.0,0.001833333
2018-05-08,70.65904485070794,0.19028120169128326,137.0,0.0021
2018-05-09,67.4486939793255,0.17848954295098918,141.0,0.002333333
2018-05-15,70.76986087917888,0.1833043167030035,166.0,0.0021
2018-05-16,86.90721647691706,0.1794026629398771,131.0,0.002333333
2018-05-17,61.95921909326067,0.19970320100726827,104.0,0.002733333
2018-05-18,70.71359901808883,0.18160276406503684,83.0,0.002233333
2018-05-21,76.99491492918291,0.17853610178880752,122.0,0.001966667
2018-05-22,68.79503052384189,0.18804068552656533,145.0,0.002033333
2018-05-23,70.336961482197,0.18107774478256503,116.0,0.0017
2018-05-29,69.96617039697577,0.189807547232413,167.0,0.0019
2018-05-30,71.17600152290365,0.1859204808757,155.0,0.002166667
2018-05-31,75.3590174327118,0.18174816890942586,104.0,0.002
2018-06-01,64.5440056441888,0.19151957479308065,121.0,0.002366667
2018-06-04,67.26073618109153,0.20010425888905625,116.0,0.001866667
2018-06-05,87.0856968563599,0.1759951509223817,89.0,0.001866667
2018-06-06,80.77478437466665,0.16971805148648386,119.0,0.001833333
2018-06-12,76.29143029652735,0.1877046971285536,116.0,0.0011
2018-06-13,67.97660799877973,0.1927071800343763,146.0,0.001866667
2018-06-14,68.73197718320273,0.18814144027525392,147.0,0.002033333
2018-06-15,58.355409679430345,0.18852809493076125,143.0,0.0019
2018-06-18,57.889693540891116,0.186721894227412,134.0,0.0015333329999999998
2018-06-19,74.58919998828149,0.1822676642471081,86.0,0.0017666670000000004
2018-06-20,62.67826991926405,0.181941327159318,120.0,0.0016333329999999998
2018-06-26,72.15387578616745,0.17951799786119632,112.0,0.00195
2018-06-27,68.9549839054756,0.17954962647096587,156.0,0.0019
2018-06-28,84.56315224018073,0.16511230140908714,66.0,0.002
2018-07-10,58.870651371863744,0.18459385304869125,154.0,0.001966667
2018-07-11,71.30242849122644,0.17857984458149534,156.0,0.001833333
2018-07-12,56.841256369075744,0.1860415998144052,127.0,0.001933333
2018-07-13,49.07439635347598,0.1819253804565982,78.0,0.0017
2018-07-16,55.858259839559544,0.17289396881553967,97.0,0.0017
2018-07-17,58.796344941753176,0.18322117945572108,159.0,0.0017666670000000004
2018-07-18,60.712732444850076,0.18338567932941607,158.0,0.0019
2018-07-24,61.516562989037006,0.17518698119729004,173.0,0.0016333329999999998
2018-07-25,73.55394751367388,0.17618454466824052,167.0,0.001966667
2018-07-26,69.0682976034762,0.17420134683349978,167.0,0.00215
2018-07-27,71.03652408610441,0.1772159709521194,170.0,0.00195
2018-07-29,77.88038118360689,0.17132833095456326,128.0,0.001933333
2018-07-30,64.25352576687393,0.1839035062499154,145.0,0.002266667
2018-07-31,68.03875271704635,0.1831487123527112,145.0,0.0019
2018-08-01,69.10608973339157,0.1801179169445775,173.0,0.002633333
2018-08-07,61.8706264886417,0.18809946395887067,155.0,0.00185
2018-08-08,68.3390161590855,0.18421741469945466,158.0,0.0022
2018-08-09,60.625864597197435,0.17876834178245515,155.0,0.0020666670000000003
2018-08-10,71.3129204930156,0.1788597662545009,108.0,0.002233333
2018-08-13,68.89710027538315,0.1823398501821658,167.0,0.0021
2018-08-14,69.88733591300186,0.1777420524606583,172.0,0.0024
2018-08-15,70.16447230456528,0.1770956294997994,174.0,0.0023
2018-08-21,70.18123574878932,0.17949589372502545,134.0,0.001966667
2018-08-22,67.9838926685635,0.1770943947098011,146.0,0.002366667
2018-08-23,68.75198048199331,0.18816227188682594,130.0,0.002366667
2018-08-24,70.37807227007411,0.17043712582612205,124.0,0.002
2018-08-27,68.26018819708094,0.1769397600287697,174.0,0.002075
2018-08-28,67.22943677245253,0.1805963955325412,171.0,0.002566667
2018-08-29,66.01284131203937,0.18764863319113867,177.0,0.002666667
2018-09-04,68.52686794985385,0.1787859167413406,196.0,0.002
2018-09-05,68.79022391472147,0.1786182238917318,172.0,0.0028
2018-09-06,65.59528424202955,0.17396527016665364,154.0,0.002366667
2018-09-07,71.63683580317344,0.1805635010102213,147.0,0.002533333
2018-09-10,69.57941850081914,0.184120660471272,174.0,0.0021
2018-09-11,70.99819449937247,0.1812591808670886,146.0,0.002566667
2018-09-12,71.66250301787233,0.18148287417092407,182.0,0.002766667
2018-09-24,70.60114377302118,0.17665445854451345,164.0,0.0024
2018-09-25,65.02612217352382,0.18430408677323445,206.0,0.0025
2018-09-26,72.02951718904653,0.19026316271890634,176.0,0.002975
2018-09-27,69.11894081736034,0.1815422434591869,180.0,0.0028
2018-09-28,72.98913289790357,0.1843884078562581,135.0,0.0026
2018-10-02,71.27603031798887,0.18710714564076847,158.0,0.0023
2018-10-03,69.2759678705527,0.1772032779652814,169.0,0.002766667
2018-10-04,76.9696703527306,0.17208729634485295,107.0,0.002633333
2018-10-05,71.31516929734936,0.17642794765250525,105.0,0.002833333
2018-10-08,79.37252535913295,0.17514702915813615,117.0,0.0028666670000000003
2018-10-09,69.47559125296725,0.1805564995713743,127.0,0.0029
2018-10-10,75.09762664163155,0.18407511893663567,139.0,0.002466667
2018-10-16,69.42373812462597,0.1840516978185837,137.0,0.002133333
2018-10-17,70.7808419012164,0.1729944362917823,164.0,0.003
2018-10-18,72.33829272026448,0.16980872234472305,153.0,0.0031
2018-10-19,74.20556798223869,0.17849779731289467,146.0,0.0022
2018-10-22,74.50593367534896,0.1780815342208061,158.0,0.002466667
2018-10-23,71.39884954133339,0.17553419412677024,167.0,0.002633333
2018-10-24,69.77918218587786,0.17599552016209588,160.0,0.002766667
2018-10-30,74.09839747977243,0.17492601728193086,161.0,0.002566667
2018-10-31,68.82459073405971,0.1763404740746175,146.0,0.003066667
2018-11-01,59.12801988641628,0.18250617292769408,130.0,0.00285
2018-11-02,66.66153913538665,0.1786652598648191,110.0,0.002666667
2018-11-05,64.5088625059686,0.18708723744623912,122.0,0.0016
2018-11-06,63.463674271703994,0.17897421579132622,131.0,0.002566667
2018-11-07,61.73150909250981,0.18653114632019369,141.0,0.002266667
2018-11-13,69.28481906776736,0.1825324796311923,142.0,0.002266667
2018-11-14,72.05888957093117,0.17763392977754222,131.0,0.002566667
2018-11-15,71.48949595809331,0.18465670035070572,127.0,0.002333333
2018-11-16,75.1878263559514,0.17673628018919552,147.0,0.0021
2018-11-19,74.83478509645914,0.17707801404968504,154.0,0.002266667
2018-11-20,72.38128105647914,0.1759448468163525,130.0,0.0029
2018-11-21,75.10315027018838,0.17391793997608224,103.0,0.002533333
2018-11-27,73.92446823405677,0.1911745099355929,151.0,0.002225
2018-11-28,69.2863994736324,0.18972123451665251,188.0,0.002225
2018-11-29,71.78577687371013,0.17665875117362,157.0,0.002475
2018-11-30,76.81247780091043,0.18180444395571094,138.0,0.0025
2018-12-03,73.24309845446777,0.18729934165835535,135.0,0.002275
2018-12-04,69.44909217157584,0.18191526061522387,170.0,0.002775
2018-12-05,77.3089535346462,0.1854860225398714,155.0,0.002775
2018-12-11,70.50859715259102,0.18478024703851853,146.0,0.002525
2018-12-12,78.28347140487159,0.1891184640469072,161.0,0.003075
2018-12-13,71.69924308531729,0.1898222304188937,161.0,0.003025
2018-12-14,72.88096300017216,0.18781391133208067,176.0,0.00275
2018-12-17,80.55275801466581,0.18677804298834705,146.0,0.002075
2018-12-18,78.57411451412416,0.19862395671822405,143.0,0.002
2018-12-19,76.33058282142831,0.19129005537933666,140.0,0.002166667
2018-12-26,87.83064257730464,0.18540525259973628,147.0,0.002033333
2018-12-27,88.83642708876933,0.18374157961565385,148.0,0.0020666670000000003
2018-12-28,86.13511980039182,0.18052284610818495,130.0,0.0022
2019-01-03,82.98571072232583,0.17726884070689536,146.0,0.002175
2019-01-04,81.1593222484405,0.1691665769498582,130.0,0.002033333
2019-01-08,81.12940618400295,0.18148397923112344,142.0,0.00175
2019-01-11,79.35897108620604,0.1849037946642504,142.0,0.0017
2019-01-14,80.91568781546087,0.1842166474956983,116.0,0.0022
2019-01-15,84.31569912314784,0.17538935902518174,136.0,0.002175
2019-01-16,71.77932338891284,0.1866613123796102,141.0,0.002
2019-01-22,94.85971369248712,0.17146268033351292,160.0,0.002
2019-01-23,93.0581643752224,0.16449551851750388,145.0,0.002125
2019-01-24,74.35429102244807,0.18801069356535333,168.0,0.00225
2019-01-25,78.80618892352452,0.18075692197643156,109.0,0.002075
2019-01-28,107.14352253042969,0.16569335462682894,116.0,0.00205
2019-01-29,71.53190105135972,0.18380771720294467,149.0,0.002233333
2019-01-30,92.04183735173108,0.16948681549804515,144.0,0.001833333
2019-02-05,82.50679939270573,0.1811499935064641,161.0,0.00245
2019-02-06,78.22229101767857,0.17986274088271315,143.0,0.0021
2019-02-07,75.09159807924465,0.17515013745039332,158.0,0.00215
2019-02-08,79.08217113339884,0.17751386145031273,136.0,0.00195
2019-02-11,77.16502719895844,0.1860085080199903,156.0,0.0022
2019-02-12,76.5332085921243,0.18781656434138488,164.0,0.0024
2019-02-13,77.64273070957313,0.1836495701414048,176.0,0.00215
2019-02-19,75.81157206268,0.1759156527935291,125.0,0.0021
2019-02-20,76.66231860770148,0.1859605090158856,148.0,0.00235
2019-02-21,78.42997645623306,0.1777330602879217,106.0,0.00265
2019-02-22,78.76760990580672,0.17907860278204007,145.0,0.002475
2019-02-25,76.52153992255136,0.1781008024231704,109.0,0.002833333
2019-02-26,79.82180074681452,0.18958311665502894,128.0,0.0022
2019-02-27,75.87714000321044,0.17929607777818407,163.0,0.002833333
2019-03-04,81.09393358659241,0.18557739107932825,122.0,0.002
2019-03-05,94.81527953024107,0.18016346721286325,131.0,0.00225
2019-03-06,79.84857060827251,0.17811801173634245,147.0,0.002225
2019-03-07,87.43487962748104,0.17935557621738893,149.0,0.0028
2019-03-08,99.30936074012631,0.18771848589882775,104.0,0.0025
2019-03-11,91.89318332333842,0.17388609233802158,123.0,0.002125
2019-03-12,86.09305610888669,0.17610138828582395,139.0,0.0026
2019-03-13,77.7584618965492,0.18912779120383894,120.0,0.002375
2019-03-18,77.07913138581942,0.18973284275532928,157.0,0.0021
2019-03-19,106.99377495095592,0.17924126605630025,117.0,0.0021
2019-03-20,87.15540482127899,0.18207472077749148,146.0,0.0024
2019-03-21,83.27749513811662,0.18347278843967108,127.0,0.002325
2019-03-22,88.4821643604519,0.17364038380057373,141.0,0.00245
2019-03-25,83.82709558196323,0.182555553645406,124.0,0.002375
2019-03-26,96.95411437934277,0.17854179321717228,121.0,0.002625
2019-03-27,89.61659832978594,0.17977623116142924,172.0,0.0025
2019-03-28,86.9919937157482,0.18723484456352074,136.0,0.0026
2019-04-02,79.02365090148155,0.1814522750121787,145.0,0.002275
2019-04-03,82.10339746905301,0.1797668962730486,139.0,0.002775
2019-04-04,78.16022314143156,0.1821546384032977,129.0,0.003
2019-04-05,89.4938724252659,0.1735850711783005,152.0,0.003225
2019-04-08,108.20683427626015,0.18150435333304696,103.0,0.00255
2019-04-09,82.80777160398777,0.17673524345444871,127.0,0.003
2019-04-10,85.05820222146794,0.18992067532222945,133.0,0.002975
2019-04-16,80.01142847814002,0.17779284157531516,180.0,0.002225
2019-04-17,85.77988974485737,0.1886804818837438,124.0,0.002475
2019-04-18,87.21713351292792,0.1823150315284802,139.0,0.002325
2019-04-19,81.45270013246456,0.18493858788706125,120.0,0.002425
2019-04-22,84.53361417117863,0.1900761574132204,116.0,0.002275
2019-04-23,81.85691273062889,0.1886414949727329,155.0,0.0024
2019-04-24,83.7686365456965,0.1936591927930853,153.0,0.00255
2019-04-29,75.16042268300531,0.1845805153275968,171.0,0.002025
2019-04-30,84.53794628893681,0.1877890165628084,167.0,0.002175
2019-05-01,86.03540368727083,0.18570017904053487,159.0,0.00235
2019-05-02,87.42185697195258,0.19138794490447794,148.0,0.0026
2019-05-03,81.22195797524208,0.18446409454279025,130.0,0.00235
2019-05-06,83.45163106664684,0.18684138424660296,161.0,0.0026
2019-05-07,87.67747632226776,0.19136214815557998,151.0,0.00255
2019-05-08,90.55046315314208,0.19636266690689752,134.0,0.0024
2019-05-14,86.62186761120769,0.19891393141147512,128.0,0.00215
2019-05-15,89.6218710459559,0.1882126903042624,143.0,0.002625
2019-05-16,82.44328459516609,0.1832502153688276,156.0,0.002125
2019-05-17,84.49755334878714,0.1795588132359421,141.0,0.002025
2019-05-20,87.87262941863352,0.1900990697117977,152.0,0.0021
2019-05-21,93.04364727109264,0.18671076043564452,153.0,0.002075
2019-05-22,91.10885275621786,0.18526684973060087,157.0,0.002125
2019-05-23,83.03171068734103,0.1918189380311776,139.0,0.001933333
2019-05-28,86.8438598285689,0.1926022684458507,136.0,0.00205
2019-05-29,87.78537587098837,0.18458810634719897,118.0,0.001975
2019-05-30,86.37034515149185,0.1850038356376068,137.0,0.002175
2019-05-31,87.29322542566538,0.18978968459693246,137.0,0.002275
2019-06-03,80.97053465377971,0.1949988883382108,116.0,0.0023
2019-06-04,84.18974337275098,0.1927918457835198,127.0,0.002125
2019-06-05,84.1014344609831,0.18839627566526795,165.0,0.0021
2019-06-11,83.97376696672288,0.19344242495611885,70.0,0.001775
2019-06-13,88.45686869307268,0.18395879992035366,134.0,0.00185
2019-06-14,89.42360766331474,0.18256649803947989,132.0,0.002
2019-06-17,89.38229672915243,0.1795199890991404,129.0,0.00205
2019-06-18,89.83271955380427,0.1852853569718867,128.0,0.00225
2019-06-19,82.87210445568381,0.1826286195044765,86.0,0.002825
2019-06-20,82.85671591223826,0.17804055230617313,124.0,0.002275
2019-06-24,86.85479503890913,0.18510164991773445,134.0,0.002275
2019-06-25,88.11471970011351,0.18236829286795306,137.0,0.002425
2019-06-26,86.80806106228668,0.17785814065410302,154.0,0.00225
2019-06-27,87.073963134039,0.18641912014218687,136.0,0.0024
2019-06-28,87.74626680208752,0.18831379071875687,141.0,0.002875
2019-07-01,87.91266386996892,0.184879211890164,137.0,0.002475
2019-07-02,87.15823919159911,0.18856244560759688,146.0,0.002625
2019-07-03,88.69712135401709,0.19064025294684853,125.0,0.00255
2019-07-09,86.99014423131048,0.18939409357112574,147.0,0.00235
2019-07-10,87.30129865071447,0.19147651322330367,158.0,0.002575
2019-07-11,87.43241697645041,0.1856961118575433,156.0,0.0028
2019-07-12,86.8980759557598,0.17994856615702598,157.0,0.00265
2019-07-15,88.25024444407292,0.1849998991693888,153.0,0.002525
2019-07-16,87.68933202131741,0.1876662183384642,159.0,0.00235
2019-07-17,85.10719878760324,0.1834113550788388,148.0,0.0023
2019-07-23,85.06779852541672,0.18481271658327095,150.0,0.001625
2019-07-24,88.68863213863602,0.17868313924858814,116.0,0.002175
2019-07-25,89.12633642220803,0.18015416347032334,135.0,0.002125
2019-07-26,87.89108617421768,0.18338362301092676,143.0,0.002325
2019-07-29,86.89656716061056,0.1771027502490874,123.0,0.0022
2019-07-30,81.88946795847896,0.1906510319592293,147.0,0.0022
2019-07-31,82.66754636347632,0.18393494302704486,142.0,0.002175
2019-08-06,74.66040101139276,0.20608595161209106,125.0,0.00165
2019-08-07,88.98901841569081,0.1880268698432476,117.0,0.002133333
2019-08-08,84.5944054550406,0.1942190725018696,143.0,0.001966667
2019-08-09,84.37915127046,0.19073451390047466,135.0,0.0018
2019-08-12,87.63088438549622,0.18647738843160036,146.0,0.001933333
2019-08-13,86.8065328445707,0.1862130982119596,151.0,0.0024
2019-08-14,84.00037998310579,0.18752933549579906,159.0,0.001966667
2019-08-20,85.32365573822781,0.1933090057204516,160.0,0.001733333
2019-08-21,82.11086172794366,0.1795353649638778,86.0,0.0018
2019-08-22,81.21762055519815,0.19938599588360706,160.0,0.001833333
2019-08-26,81.4454912478355,0.19237118351384352,134.0,0.00265
2019-08-27,85.48746678437169,0.19091836111985636,149.0,0.003025
2019-08-28,82.62001762851366,0.18478412870115127,139.0,0.002275
2019-08-29,82.47397272094824,0.19152467183369187,128.0,0.002825
2019-09-03,81.54132814714768,0.1879451820236764,156.0,0.001875
2019-09-04,85.40873865624255,0.1906174992400801,133.0,0.00205
2019-09-05,85.01375426954115,0.18265192645157716,147.0,0.0022
2019-09-06,82.9720192420115,0.1767142460516709,119.0,0.002225
2019-09-09,83.50203975595008,0.1959816123026871,157.0,0.002
2019-09-10,86.30647665526051,0.18607533551792346,140.0,0.0022
2019-09-11,81.32648843927619,0.1935382744985242,141.0,0.002333333
2019-09-17,85.70830094005284,0.1816643905907384,127.0,0.001566667
2019-09-18,82.77632753693092,0.19370503095010855,93.0,0.0026
2019-09-19,87.94100440678663,0.1862637499332785,137.0,0.0032
2019-09-20,88.93301623996445,0.19260113541730314,123.0,0.002633333
2019-09-23,89.39352092853649,0.1901566829250652,109.0,0.002466667
2019-09-24,86.83563557333967,0.19318106696964452,123.0,0.0033
2019-09-25,84.98088071941172,0.1953773491619945,126.0,0.003
2019-10-01,84.38134945922151,0.17984567009568347,119.0,0.0027
2019-10-02,85.11175151377181,0.18270086613124825,143.0,0.0023
2019-10-03,86.49071723894959,0.18030746467552486,125.0,0.0028
2019-10-04,84.61156518063024,0.18442930796264406,125.0,0.0026
2019-10-07,81.33530059908014,0.18557950767115886,137.0,0.002166667
2019-10-08,86.00785583782438,0.18449740650303284,121.0,0.0023
2019-10-09,80.73252763192207,0.18174897150946234,133.0,0.0023
2019-10-15,92.57359025487517,0.17481318697698456,159.0,0.002175
2019-10-16,91.7930601364548,0.17795594181120528,151.0,0.002175
2019-10-17,85.65649682020178,0.1775224385198449,134.0,0.002475
2019-10-18,90.71922024936966,0.17447445231023248,114.0,0.002025
2019-10-21,98.42475198910999,0.17681713390851858,116.0,0.00195
2019-10-22,93.37196223735151,0.17828673144192206,134.0,0.00205
2019-10-23,78.98920067712956,0.1724373958413788,134.0,0.002
2019-10-29,90.07857472771414,0.18733014851955376,133.0,0.00185
2019-10-30,80.9852757414746,0.1858500428755307,143.0,0.0021
2019-10-31,82.65155501661219,0.1825863414451235,144.0,0.002166667
2019-11-01,91.70075923532256,0.18464170021160314,144.0,0.001866667
2019-11-04,84.19049456805575,0.1816377747490343,115.0,0.002033333
2019-11-05,90.53933239636395,0.1802757785351045,109.0,0.0021
2019-11-06,95.0155147559452,0.1776866774763573,95.0,0.001966667
2019-11-12,82.99401140350992,0.16997965991580255,122.0,0.0016333329999999998
2019-11-13,92.21460429351663,0.1723607986214847,121.0,0.0020666670000000003
2019-11-14,87.24095488033966,0.1836474182919868,130.0,0.0019
2019-11-15,86.09334582678032,0.1868463806925276,154.0,0.0020666670000000003
2019-11-18,93.5445934328799,0.17394531452706855,124.0,0.0019
2019-11-19,105.68262917702582,0.16838595200097994,110.0,0.0020666670000000003
2019-11-20,98.43933738900499,0.1768826121879892,132.0,0.0016333329999999998
2019-12-02,107.42127002256048,0.18093019541948294,79.0,0.001933333
2019-12-03,111.30233262115324,0.17186679802070756,103.0,0.002033333
2019-12-04,102.47433925234793,0.17355070233714726,127.0,0.0022
2019-12-10,106.87431332594173,0.18422269334264446,117.0,0.002
2019-12-11,103.24798407279587,0.1835204498825671,111.0,0.002166667
2019-12-12,100.31186208143478,0.1816331437381113,108.0,0.002033333
2019-12-16,97.18078390345056,0.18160184871686866,103.0,0.002166667
2019-12-17,91.72910968422626,0.1851112295837992,126.0,0.001933333
2019-12-18,102.76874732797836,0.1793951405574649,101.0,0.002166667
2020-01-07,99.80945192561542,0.17451469272201867,83.0,0.0019
2020-01-08,99.058071468604,0.1723961240362934,112.0,0.002
2020-01-09,99.5431869012433,0.18348576671168684,114.0,0.002266667
2020-01-10,93.83484404352177,0.18711344094676088,120.0,0.002933333
2020-01-13,101.89301558347935,0.17771898756716184,95.0,0.0023
2020-01-14,102.68875839893272,0.1802805256859955,110.0,0.002333333
