,datestring,average_exhaustion,average_sA,average_percent_extracted_per_point,pB
3114,20121120,62.196908407558674,0.21180463032147234,0.4761904761904775,1.985
3115,20121121,60.368100827804994,0.2172388652080172,0.5102040816326543,1.978
3116,20121127,55.449262748739656,0.2122488001606772,0.7633587786259545,1.896
3117,20121128,58.68233652468935,0.2153174548637504,0.3984063745019909,1.852
3118,20121129,60.97897739678674,0.20800983582889865,0.3968253968253955,1.831
3119,20121130,56.44951701972763,0.20720557426367334,0.6944444444444453,1.828
3120,20121201,55.80037546960403,0.21247631203752265,0.4132231404958661,1.733
3121,20121202,58.15612471220746,0.21744484703003392,0.4484304932735413,1.755
3122,20121203,51.142086452045966,0.21639967879930067,0.4950495049504951,1.849
3123,20121204,52.438419782742535,0.22403990251920766,0.515463917525774,1.814
3124,20121205,49.06820712103928,0.21839637338132167,0.5780346820809233,1.694
3125,20121206,55.801532326350184,0.2211538957009276,0.5434782608695656,1.6469999999999998
3126,20121211,56.38737656844882,0.2156676531980019,0.5524861878453052,1.6869999999999998
3127,20121212,56.108007209224546,0.21474572224925226,0.4926108374384227,2.108
3128,20121213,57.74817949278897,0.21473353717354696,0.5524861878453037,1.888
3129,20121214,58.094868634370826,0.21042762946793,0.43668122270742216,2.01
3130,20121215,55.69779998999934,0.21333325584557672,0.4545454545454548,1.908
3131,20121216,55.20447591402432,0.21243275264113226,0.4716981132075473,1.212
3132,20121217,52.02493473802184,0.21680773922970736,0.4761904761904758,1.975
3133,20121218,47.69617795173762,0.213294745645638,0.6060606060606062,2.055
3134,20121219,50.95409216639099,0.2117319058469515,0.9433962264150944,1.846
3135,20121227,51.09296654801915,0.2187570875226484,0.4926108374384248,1.713
3136,20121228,52.68386028784169,0.21439865558215648,0.7042253521126748,1.975
3137,20121229,53.04576168186496,0.20835764790038488,0.41841004184100417,1.889
3138,20121230,56.221218650951,0.2034568998929736,0.4587155963302755,1.884
3139,20121231,58.28384967823789,0.20618649353732788,0.42016806722688976,1.643
3140,20130101,57.25912774168576,0.20636670379756927,0.4201680672268914,1.635
3141,20130102,54.25108028777992,0.20196606888215235,0.4694835680751167,1.508
3142,20130103,54.27306467636818,0.20412003031323436,0.4784688995215318,1.543
3143,20130108,57.28576197520074,0.20762923704809075,0.4566210045662088,1.55
3144,20130109,59.75888720871613,0.20765078719256566,0.42016806722688976,1.892
3145,20130110,57.9727069882566,0.18996872843921567,1.098901098901098,1.913
3146,20130111,58.43941505552736,0.20309459032340527,0.39525691699604737,1.662
3147,20130112,56.67989501286246,0.20076727992799465,0.4219409282700421,1.414
3148,20130113,53.93998786008429,0.21097440752646185,0.4761904761904756,1.65
3149,20130114,55.489378467889786,0.21142093279695384,0.3906249999999998,1.673
3150,20130115,63.25733269056674,0.20458907942017115,0.4273504273504264,1.624
3151,20130116,56.86936889869754,0.2061658034576216,0.4524886877828066,1.631
3152,20130117,58.40053318734043,0.2098394160498292,0.4032258064516143,1.646
3153,20130122,52.18434692433378,0.20566914040823275,0.4975124378109455,1.803
3154,20130123,55.43009238952155,0.2049088528378184,0.4149377593360988,1.596
3155,20130124,56.062889644651534,0.208034071110256,0.4032258064516134,1.606
3156,20130125,60.200926885466025,0.20278022251641756,0.4016064257028112,1.558
3157,20130126,60.17644854383123,0.2058483328934767,0.4201680672268924,1.61
3158,20130127,58.04174196042182,0.2040464834991467,0.4081632653061232,1.921
3159,20130128,58.5025516076239,0.2041406724312297,0.4081632653061226,1.634
3160,20130129,57.65214942142384,0.20851615446012214,0.41666666666666735,1.617
3161,20130130,59.54666354724824,0.20624825887642284,0.3984063745019925,1.6880000000000002
3163,20130205,57.48802295488991,0.21431554089089455,0.4237288135593222,1.16
3164,20130206,58.769934688245144,0.2129875639760588,0.4444444444444439,1.394
3165,20130207,58.704595792440045,0.2149106374014276,0.4329004329004325,1.92
3166,20130208,58.43263862645379,0.20859527599890595,0.4291845493562227,1.784
3167,20130209,63.99644399714614,0.20789799003437184,0.4016064257028106,1.705
3168,20130210,63.12312903908082,0.20445958394628794,0.4098360655737689,1.88
3169,20130211,59.50515340316299,0.20758505297588065,0.4000000000000008,1.88
3170,20130212,59.47525752380534,0.20578917303845526,0.4484304932735423,2.003
3171,20130213,59.973075883709775,0.20864989196284847,0.4081632653061228,1.979
3172,20130214,55.49532800960157,0.20696977724212107,0.4329004329004322,1.836
3173,20130219,63.420292604994536,0.21008273362671134,0.4830917874396137,1.694
3174,20130220,63.24411084622387,0.20619470287561853,0.41493775933609817,1.5930000000000002
3175,20130221,56.7343526229288,0.20973743755106167,0.4048582995951413,1.7819999999999998
3176,20130222,57.01342686285732,0.2084959874276031,0.4310344827586217,1.942
3177,20130223,58.1494461992029,0.20981242919925408,0.4424778761061964,1.71
3178,20130224,55.108529146392705,0.20910636944484368,0.39682539682539547,1.68
3179,20130225,51.95289280600234,0.21030053587135,0.4566210045662107,1.764
3180,20130226,57.95054270604406,0.21073325512091814,0.3937007874015734,1.735
3181,20130227,55.81982290151153,0.20721776503699196,0.3802281368821301,1.742
3182,20130305,58.71982917634672,0.20713263075452854,0.3875968992248056,1.714
3183,20130306,61.63740366578181,0.20432173409241167,0.4329004329004336,1.696
3184,20130307,57.60470502731167,0.21254230482808228,0.4545454545454543,1.726
3185,20130308,57.90529838659751,0.21330828131080176,0.4444444444444432,1.597
3186,20130309,56.914914895985454,0.208471821570151,0.4273504273504276,1.575
3187,20130310,55.75802908602781,0.2051122567778082,0.4032258064516139,1.483
3188,20130311,59.887129946221286,0.1999391010456868,0.4132231404958669,1.671
3189,20130312,56.841024072457174,0.2052087616543876,0.4405286343612339,1.858
3190,20130313,54.44638584521465,0.20747136175022854,0.4926108374384224,1.719
3191,20130319,51.568653308273404,0.19980680794350825,0.4784688995215318,1.4880000000000002
3192,20130320,55.02429878132562,0.2026574901665613,0.4545454545454535,1.504
3193,20130321,55.198814503544845,0.2008552563248945,0.4291845493562239,1.6869999999999998
3194,20130322,55.81438271657768,0.2014541860984266,0.38314176245210746,1.628
3195,20130323,59.88678642877464,0.21171797377010126,0.4201680672268912,1.6130000000000002
3196,20130324,58.37564182175185,0.20745382357386052,0.4166666666666664,1.6269999999999998
3197,20130325,55.06331367121581,0.2036682155787427,0.4201680672268909,1.626
3198,20130326,57.525987863245895,0.2081061422968992,0.4184100418410055,1.672
3199,20130327,55.344776933117075,0.1969630895665857,0.4366812227074216,1.589
3200,20130328,56.2269534763504,0.20421385349129856,0.4385964912280709,1.785
3201,20130402,58.354272299639796,0.1955399022606999,0.4329004329004323,1.557
3202,20130403,64.14188046718792,0.20228165146188165,0.40322580645161216,1.72
3203,20130404,57.32478082145043,0.20309415445208326,0.3937007874015754,1.692
3204,20130405,56.093207378301706,0.2003476442272376,0.3875968992248057,1.692
3205,20130406,57.608640838897074,0.2040393865851476,0.3906250000000012,1.714
3206,20130407,55.6089634980388,0.20932380160318864,0.4081632653061215,1.729
3207,20130408,58.95068972288885,0.20483306274394555,0.4329004329004324,1.831
3208,20130409,58.59790538551725,0.20841532000245866,0.4048582995951419,1.928
3209,20130410,56.92506863490382,0.20637766493850127,0.401606425702811,1.636
3210,20130411,59.451968632696286,0.20472169363860104,0.3802281368821292,1.764
3211,20130416,55.75377007499035,0.20620804062721748,0.4739336492890992,1.888
3212,20130417,56.061921009684106,0.2108992676978736,0.469483568075118,1.781
3213,20130418,54.54831246785011,0.20908699331971,0.5050505050505063,2.426
3214,20130419,57.07203231034012,0.2057116352505,0.4291845493562244,1.717
3215,20130420,57.4623378789481,0.2034113820589132,0.41493775933609983,1.733
3216,20130421,58.92890325838143,0.20040285512189104,0.4219409282700429,1.469
3217,20130422,64.08267026035645,0.20260413979610026,0.4807692307692314,1.511
3218,20130423,63.298248490920066,0.2064556097134789,0.4273504273504277,1.73
3219,20130424,59.74092900020706,0.20724366598653185,0.45248868778280393,1.892
3220,20130425,59.517398222254975,0.20576641056987188,0.4784688995215306,1.895
3221,20130430,57.239988114901756,0.2038711192875889,0.4166666666666655,1.765
3222,20130501,57.95129846329297,0.2030781322095759,0.4184100418410039,1.967
3223,20130502,57.870924163014976,0.2079639032947037,0.4065040650406504,1.591
3224,20130503,60.82721382472514,0.20528065444757485,0.4464285714285712,1.74
3225,20130504,59.17856555668442,0.20380410080759973,0.4807692307692306,1.802
3226,20130505,59.481400694055644,0.2027022616425045,0.4000000000000001,1.693
3227,20130506,58.420575565766065,0.2024744864652854,0.4016064257028114,1.712
3228,20130507,58.668718189786894,0.2060650071033261,0.4219409282700435,1.527
3229,20130508,60.38442858064661,0.2036637582296777,0.4504504504504514,2.013
3230,20130509,61.31454926839066,0.20801959703128414,0.4629629629629618,1.797
3231,20130514,60.02475829018563,0.20293533547991416,0.4784688995215321,1.646
3232,20130515,61.91312618198613,0.20459920442054544,0.4464285714285726,1.7519999999999998
3233,20130516,55.97197902734777,0.2064863935690132,0.4329004329004336,1.866
3234,20130517,55.90829416933401,0.20448706770955608,0.4629629629629623,1.634
3235,20130518,58.46993258770386,0.2078753036755081,0.4545454545454551,2.318
3236,20130519,58.10288692084669,0.2041414924374526,0.4347826086956514,1.6469999999999998
3237,20130520,61.76976929315282,0.20777523145240231,0.4132231404958689,1.709
3238,20130521,57.23022382358947,0.20545954318097254,0.4237288135593231,1.78
3239,20130522,57.95304616454321,0.20612950823663526,0.4273504273504281,1.775
3240,20130528,64.83449207437883,0.209586708864074,0.5000000000000011,1.77
3241,20130529,60.8275211902654,0.20619066744684636,0.4424778761061938,1.754
3242,20130530,61.231292798781816,0.20673543473158595,0.3968253968253974,1.685
3243,20130531,59.890286389790965,0.20495436323915256,0.4329004329004321,1.7480000000000002
3244,20130601,60.02547444326829,0.20499327851879112,0.3891050583657576,1.606
3245,20130602,61.54173963003216,0.20447328394715,0.4048582995951423,1.639
3246,20130603,59.71439298204518,0.2044838947891672,0.438596491228069,1.712
3247,20130604,61.40352302781879,0.20773584150125315,0.4273504273504288,1.705
3248,20130605,60.90881969426647,0.20697104813249928,0.3891050583657588,1.744
3249,20130606,60.29484129186147,0.20145478026096772,0.5681818181818186,1.598
3250,20130611,67.18566267785467,0.19778353187448366,0.558659217877094,1.711
3251,20130612,58.37227493698922,0.20177642910971935,0.3999999999999996,1.926
3252,20130613,55.7115504222157,0.19321264315435252,0.4424778761061941,1.881
3253,20130614,58.63447707178931,0.2017743925162732,0.4166666666666666,1.783
3254,20130615,57.01793940997735,0.2022816351742098,0.4032258064516141,1.622
3255,20130616,57.45729101776581,0.1974697249855461,0.4545454545454538,1.941
